「紫外線」のことを、アルファベット2文字で何という ?,理系,SV,UV,TV,RV,UV
ぶにぷにとした触感でおなじみの「肉球」は、猫の体のどの部分にある ?,理系,口の中,尾の先,足の裏,目の下,足の裏
次のうち、最も大きい電池はどれ ?,理系,単二電池,単一電池,単三電池,"単四電:
四電池",単一電池
呼吸時に空気が通る、咽頭と肺を結ぶ官は何 2,理系,師礼,道党,毛官,気官,気官
次のうち、白亜紀の恐竜「ティラノサウルス」の食習慣としてあてはまとの】ちずり,理系,肉食,雑食,魚食,曲食,肉食
計算の中でも、紙やそろばんなどを使わず頭の中だけで計算する方法を何という3?,理系,珠算,暗算,合算,筆算,暗算
次のうち、アンモニアの化学式はどれ 2?,理系,CH4,N20,H2S,NH3,NH3
導線として広く用いられている、銅線に樹脂塗料を塗って絶縁した線は回角,理系,ブラキストン線,ハッタ線,ハチスカ線,エナメル線,エナメル線
別名を「ターコイズ」という、ある国の名前がつけられた青い宝石は回角,理系,インド石,ブラジル石,トルコ石,エジプト石,トルコ石
二酸化炭素など一部を除いた、炭素を含む化合物の総称は何 2,理系,有機物,世話物,感動物,年代物,有機物
顕微鏡で観察する際に用いる、ガラスの上に試料を乗せたものを何という?,理系,プレパラート,プロデュース,プロシュート,プレリュード,プレパラート
「ひとよひとよにひとみごろ」と覚える数はいくつ 2?,理系,ルート2,ルート7,ルート5,ルート3,ルート2
磁石のN極とN極を近づけると、どうなる2?,理系,反発する,熱くなる,引きあう,冷たくなる,反発する
人間なら肺、魚ならエラがこれに当たる、生物が呼吸を行うための器官を何という ?,理系,呼吸問,電話器,消化器,炊飯器,呼吸問
ブリやスズキなどのような、成長に応じて呼び名が変わる魚を何という?,理系,出世魚,左居魚,転職魚,貯転魚,出世魚
次のモンシロチョウの成長過程のうち、キャベツの葉を食べる時期はどれ?,理系,成虫,卵,幼虫,さなぎ,幼虫
ひまっ丈人【クIPIとニルい成分はどれ?,理系,青血球,血小板,赤血球,白血球,青血球
チンパンジーよりも人類に近いといわれる、コンゴに生息する答の仲間は何 ?,理系,バノバ,ブノブ,ビノビ,ボノボポ,ボノボポ
「目に見えない」 という意味がある、旭秘的・超自然的な現象を指す言葉は何 ?,理系,オカルト,アダルト,コバルト,レトルト,オカルト
"中9チョンルもことリウシレ 区アピといえはば、次のうちどんな学説を唱えた学
こ学者 ?",理系,ジャイアントインパクト,プレートテクトニクス,陰陽五行説,地動説,地動説
ジャイアントパンダの体毛の色は、何色と何色 ?,理系,赤色と青色,白色と赤色,赤色と黒色,折色と黒色,折色と黒色
独特な形をした実は中身をくりぬいて水筒として用いられた、ウリ科の植物は何 ?,理系,ギュウタン,カボタン,ハボタン,ヒョウタン,ヒョウタン
次の人間の体の部位のうち、足にあるのはどれ?,理系,かかと,へそ,みぞおち,おとがい,かかと
パソコンのディスプレーに表示された内容を画像として保存したものを何という3?,理系,スクリーンショット,ナイスショット,テイーショット,ブレイクショット,スクリーンショット
日本で、正午ごろの太陽は、次のうちどの方角にある ?,理系,東,四,南,北,南
南征球で見ることができる、 伝説の島の名前が付けられた星座は何 ?,理系,かりょう座,えんりゅう座,ほうおう座,しそちょう座,ほうおう座
キノコやクラゲにある、帽子のような部分を何という ?,理系,ざる,はち,かさ,ごさら,かさ
次のうち、花の名前はどれ?,理系,エゾリス,アマリリス,ンマリス,カザンリス,アマリリス
次のうち、シロハラやヤンバルなどの種類がいる島はどれ?,理系,クイナ,ノミナ,タベナ,ヤスミナ,クイナ
二重のガラス瓶の間を真空にした、保温・保冷に用いる容器を何という?,理系,呪法瓶,妖術抽,幻術聞,魔法瓶,魔法瓶
化学実験で蒸発残留物を得る際などに用いられる、中央がくぼんだガラス皿を何という ?,理系,カレンダー皿,時計皿,時報凪,雌日皿,時計皿
WI【ひたゴひたとさクル:に)えっ8凍と最も太い指は何 ?,理系,小指,親指,中指,楽指,親指
次のうち、舌にある「味董」で感じ取る感覚はどれ ?    」,理系,味覚,聴覚,唱覚,相覚,味覚
雪原で、空と地面の区別がつかなくなる現象「O〇OO〇アウト」。 〇の〇〇のは何 ?,理系,グリーン,イエロー,ブラック,ホワイト,ホワイト
空中に張りめぐらせた電線を支える柱のことを何という ?,理系,電信柱,四本柱,三本柱,大黒柱,電信柱
そろばんや電卓といえば、次のうち何をするための道具 ?,理系,角訳,計算,電話,"三二
読書",計算
映画にも描かれた「タロとジロ」といえば、次のうち何に同行した犬 ?,理系,世界一周航海,南極観測,エベレスト登頂,アースマフソン,南極観測
樹木の幹の表面を覆う部分を、普通、何という ?,理系,樹毛,樹皮,樹鱗,樹骨,樹皮
レントゲン撮影の際に飲む白い液体は「硫酸つ〇〇」。 の〇の〇は何 ?,理系,ストロンチウム,ベリリウム,バリウム,ラジワム,バリウム
T無えんバター」の「えん」とは、何のこと2    」,理系,,煙,鉛,塩,塩
バケツを振り回しても、水がこぼれないのは、何という力が働くから ?2,理系,電磁力,遠心力,揚力,浮力,遠心力
宝石の鑑定などに使われる、錠光物質を光らせる紫外線のライトを何という ?,理系,レッドライト,イエローライト,ブラックライト,グリーンライト,ブラックライト
「全身」や「局所」がある、痛みを感じさせないため、一時的に感覚を太痺させることを何という ?,理系,泥酔,麻酔,陶酔,心酔,麻酔
引を広げると20cmを優に超える、世界で最も大きいチョウはアレクサンnp 4のの②(の5⑥⑥⑥!とを,理系,トビナナフシ,ツノハナムグリ,トリバネアゲハ,ベッコウバチ,トリバネアゲハ
日本で、「夏至」があるのは何月 ?,理系,9月,3月,6月,12月,6月
生まれて邊年から1年ごろの乳児によくみられる突然の発熱を何という?,理系,知恵熱,加熱,ジュール熱,中和熱,知恵熱
次のうち、物質の密度を求める公式はどれ ?,理系,エネルギー=温度,距離=時間,力=面積,質量=体積,質量=体積
低温状態では電気を通さないが、高温状態になると電気を通すような物買を何という?,理系,デススター,ハムスター,マイスター,和キ導体,和キ導体
一青区が歌う曲のタイトルにもなった、 「アメリカヤマボウシ」の別名もある植物は何 ?,理系,クチミズキ,アゴミズキ,ヒゲミズキ,ハナミズキ,ハナミズキ
厚|〇つ」「ヒラメ〇」の〇に共通する言葉は何 ?,理系,衣,,且,皮,且
次のうち、「化学調味料」の別名はとどとれ?       ーー,理系,うま味調味料,辛味調味料,苦味調味料,酸味調味料,うま味調味料
次のうち、人間の肩にある筋肉はどれ 2?,理系,一角其,四角筋,三角筋,二角有筋,三角筋
"幾何学の「結び目理論」 に登場する、「クローバー結び目」ともいう結び
3三|
は何 ?",理系,三葉結び目,三根結び目,三花結び目,三茎結び目,三葉結び目
「地球は青かった」という名言を残したソ連の宇宙飛行士は誰 ?,理系,レオーノフ,ガガーリン,ナトフ,テレンコワ,ガガーリン
后い地域に集中的に降る強い雨のことを何という?,理系,ゲリラ豪雨,"エリア豪
ノア逐雨",バブル豪雨,スペル衣雨,ゲリラ豪雨
FCにたゴビヒコョミリルーレシ 上:1-有yp原子番号88、元素記号 「Ra」の元素は何 ?,理系,ローレンシウム,ランタン,レントゲニウム,ラジワム,ラジワム
強力な酸化力を持つ、分子式「03」で表される酸素の同素体は何 ?,理系,オゾン,メゾン,イィゾン,チゾン,オゾン
「カーボンファイバー」や「カーボンナノチューブ」といったときの「カーボン」とは何のこと ?,理系,酸素,リン,,硫,
上方置換、下方置換、水上置換といえば、次のうち、何を集めるための方法 ?,理系,金属,気体,岩石,酸,気体
次のうち、磁石を砂場に近づけると、破石に吸いつくものはどれ?,理系,砂銅,砂鉄,砂銀,砂アルミ,砂鉄
元々は土器や陶器のことを指していた、無機物質を熱処理して得られる吾品のことを何という ?,理系,セラミックス,シンタックス,マトリックス,インデックス,セラミックス
立方体の面の数はいくつ?,理系,3つ,Sつ,6つ,4つ,6つ
1よりも大きい自然数で、1とその数以外に約数を持たないものを何という?,理系,合成数,素数,倍数,,素数
その単位はヘルツで表される、電波や音波の1秒間の振動回数を何という?,理系,波長,位相速度,振幅,周波数,周波数
キノコやクラゲにある、帽子のような部分を何という ?,理系,はち,かさ,さら,ざる,かさ
カルシウムやマグネシウムを多く含んだ水を、「較水」に対して何という?,理系,高水,重水,硬水,風水,硬水
次のうち、空を飛ぶのはどれ ?,理系,モモ,ハモ,イモ,カモ,カモ
「ミユビ」と「フタユビ」という種類がいる、木の上にいてあまり動かない動物は何 ?,理系,ナマケモノ,タルミモノ,ダラケモノ,サポボリモノ,ナマケモノ
表の出口とつながっている、小腸のはじめの部分は何 ?,理系,十四指腸,十二指腸,十八指腸,十六指腸,十二指腸
体長40mm前後で、透き通ったピンク色をしたエビの一種は、次のうちどれ?,理系,アネモネエビピ,コスモスエビ,サクラエビピ,モモエビ,サクラエビピ
コンパスと定規を使って作図する、ある角度を二等分する直線を何という?,理系,角の二等分線,飛車の二等分線,桂馬の二等分線,香車の二等分線,角の二等分線
「やまびこ」や「こだま」といえば、普通、声や音がどうなる現象のこと?,理系,高くなる,返ってくる,低くなる,一切聴こえなくなる,返ってくる
3.14159.…と続く数値が表しているのは何 ?,理系,自然対数の底e,円周率n,2の下方根,黄金比,円周率n
「鎖骨」がつなぐのは、肩甲骨と何?,理系,頭蕎骨,也和骨,胸骨,耳小骨,胸骨
日本語では「すばる」と呼ばれる、おうし座にある星団は何 ?,理系,二車星団,プレセペ星団,プレアデス星団,ヒアデス星団,プレアデス星団
「ウミザリガニ」「オマール海老」とも呼ばれる大型のエビは何 ?,理系,ハムスター,ロブスター,トースター,モンスター,ロブスター
1957年に日本が初めて南極に建設した観測基地は何 ?,理系,昭和基地,在成基地,明治基地,大正基地,昭和基地
次の物理学における単位のうち、それを表す記号がアルファベット]文字ではないものはどれ?,理系,ワット,メートル,アンペア,カロリー,カロリー
次のうち、「てこの原理」で必要な3つの点にあてはまらないものはどれ?,理系,力点,作用点,支点,定点,定点
次のうち、「消化」の働きを持つ騰器はどれ2?   -    「,理系,心臓,腎臓,肺,"==|
月","==|
月"
セミがよく尿をするのは、次のうちどんなとき?,理系,勿化するとさき,逃げるとき,死ぬとき,鳴くとき,逃げるとき
「年導体」や「絶縁体」に対して、電気や熱を比較的よく通す物質を何という2,理系,導体,路体,動体,流体,導体
希少金属ともいう、工業的に必要だが産出量が少ない金属のことを何という ?,理系,レフ,バイメタル,ホワイトメタル,ベースメタル,レフ
下力検査で使われる「ランドルト斑」は、どんなアルファベットに似た形をしている2?,理系,A,D,C,B,C
次のうち、鳥の種類はどれ ?,理系,ワリカン,ペリカン,クリカン,バリカン,ペリカン
子宮内で赤ちゃんを取り囲んで保護する液体を何という 2?,理系,馬水,羊水,牛水,猫水,羊水
"次のうち、占いでも使われる石英の引配
ョはどれ
っ",理系,坊璃,瑠璃,病傘,水晶,水晶
照明器具・LEDの「D」が指すものでもある、二端子邊導体素子の総称は回角,理系,ダイオード,ダイオキシン,ダイアローグ,ダイヤモンド,ダイオード
幾何学で、「ベクトル」はどんな形で表される 2?    -,理系,星形,矢印,丸,三角形,矢印
お月見で有名な、上旧暦8月15日の月のことを特に何という?   「,理系,中春の名月,中夏の名月,中冬の名月,中秋の名月,中秋の名月
日本の太下洋沿岸に広く生息する、夜に青白く発光する甲殻類は何 ?,理系,ウミチョヨワウ,ウミトンボ,ウミホタル,ウミタガメ,ウミホタル
ドライアイスは、何が固体になったもの 2?    ーー,理系,二酸化炭素,酸素,アンモニア,守素,二酸化炭素
日本に生息する2種類のクマとは、ヒグマと何 ?,理系,ヒノワグマ,ソラノワグマ,ホシノワグマ,ツキノワグマ,ツキノワグマ
テンプンと杏天から作られ、薬を包むときなどに用いられるのは何 ?,理系,ネブラート,ビブラート,オブラート,キブラート,オブラート
動物のある体液に含まれることから名が付けられた、化学式CO(NH2)2で表される物質は何?,理系,尿素,涙素,血素,汁素,尿素
カバ、キリン、ライオンなどの動物が野生で生息している地域はどこ ?,理系,"東南アジ
ン ア",南アメリカ,アフリカ,オーストラリア,アフリカ
おしべ、めしべと言えば、植物のどこにある問互 ?,理系,花,茎,葉,根,花
次のうち、春先に初めて吹く南奇りの風はどれ ?,理系,春一発,春一便,春一番,春一号,春一番
石灰水を白くにごらせる性質を持つ気体は何 ?,理系,二酸化硫黄,一酸化窒素,二酸化球素,二酸化炭素,二酸化炭素
次のうち、実在する星座はどれ ?,理系,みなみのさんかく座,にしのばつ座,きたのしかく座,ひがしのえん座,みなみのさんかく座
地球などの惑星は、太陽の周りをどのような軌道で回っている ?,理系,八の字,四角形,三角形,棒円,棒円
カモノハシ、コアラ、カンガルーなどの動物が生息している地域はどご2,理系,南アメリカ,"東南アジ
ン ア",オーストラリア,アフリカ,オーストラリア
1個の細胞が割れて2個になることを何という2,理系,細胞破砕,細胞分像,細胞別離,細胞解散,細胞分像
水1Lの車さはおおよそどれくらい ?,理系,1mq,1t,19,1kg,1kg
次のうち、ヒトの体にはひとつしかない崩はどれ2?,理系,ろっ骨,選甲骨,大たい骨,尾てい骨,尾てい骨
次のうち、河川における三作用に含ZNRE3Yの1ちず2ル2,理系,浸食作用,殺倍作用,連搬作用,堆積作用,殺倍作用
ヤゴといえば、何の幼虫?,理系,チョウ,トンボ,テントウムシ,カ,トンボ
次のうち、実在する正多面体はどれ 2?,理系,正二面体,正五面体,正四面体,正三面体,正四面体
次のうち、動物性プランクトンに分引されるのはどれ2?,理系,ボルボックス,ミカヅツキモ,ミジンコ,クンショウモ,ミジンコ
「ロメイン」や「サニー」などの種類がある野茶は何2?,理系,レタス,カボチャ,トマト,キュウリ,レタス
音速以上で飛行するジェット機などにより生じる爆発音は「〇〇〇ブーム」。 の〇の〇の〇は何 ?,理系,ナックルズ,"ーー
ee
ーー",ソニック,テイルス,ソニック
動物が、他の動物の侵入を許さない候域のことを、普通、何という ?,理系,がんばり,よくばり,まちばり,なわばり,なわばり
氷水を入れて患部を冷やす、ゴムなどでできた袋を何という 2?,理系,水とう,水こう,水そう,氷のう,氷のう
[のこ。必=【のたコゴゴのたに:人ことのせると何本ある?,理系,20本,12本,24本,16本,20本
了『種の起原』を著し、「進化論」を提唱した、イギリスの博物学者は上:壮4,理系,ダーリン,ダージリン,ダービー,ダーウィン,ダーウィン
未知数を含み、その未知数が特定の値をとる時だけ成立する式のことを何という3?,理系,真夏の,方程式,ガリ,レオ,方程式
"人体の皮膚にある4つの感覚点といえば、圧点
は  仕点、 痛点、 冷点と何?",理系,支点,"、臼
mm 点",焦点,力点,"、臼
mm 点"
戦争や災害の影響のたとえにも使われる、爪でひっかいた傷を何という?,理系,爪あと,爪まえ,爪みぎ,爪ひだり,爪あと
動須硬化の原因になる、脂肪に似た物質は「悪玉つ〇〇」。〇〇〇は ?,理系,スタッフロール,コレステロール,タイトルロール,シンナモンロール,コレステロール
美意識に基づいて、見た目を改善する医療を施す、形成外科の分野を何という2,理系,美容外科,美容内科,美容消化器科,美容精紳科,美容外科
次のうち、「ルート2」の近似値はどれ?                   -,理系,2.236,2.449,1.732,1.414,1.414
数学で、「和」といえば、次のうちどんな計算の答え ?2,理系,割り算,引き人算,足し算,掛け算,足し算
工業排水に含まれる有機水銀を原因として、熊本県の水俣湾周辺で発生した公害病は何 ?,理系,八代病,天草病,人吉病,水俣病,水俣病
三角関数の「sin8」や「cos8」の「8」が表すものは何 ?  「,理系,角度,質量,距離,面積,角度
エジプト王妃ベレニケが、夫の勝利を生ってささげたものが由来とされる星座は何 ?,理系,はなげ座,かみのけ座,まゆげ座,すねげ座,かみのけ座
チューリップなどにみられる、根や茎に養分がたまってふくらんだものを何という ?,理系,球根,大根,主根,運根,球根
ネコはネコ科の路乳類ですが、ウミネコは何科の鳥類 ?,理系,カモ科,カラス科,カモメ科,アホウドリ科,カモメ科
相対性理論の提唱で知られる、アルバート・アインシュタインの出身国はとどこ?,理系,バヌアツ,ドイツ,フィジー,トンガ,ドイツ
一般的に犬の宜先だと考えられている、ハイイロやシベリアなどの種類がいる動物は何 ?,理系,キリン,アザラン,カバ,オオカミ,オオカミ
原子や分子など、ある物質の一部をつくる細かいつぶのことを何という?,理系,障子,土子,邊子,粒子,粒子
次のうち、実際にある酸はどれ ?,理系,味噌酸,砂糖酸,将油酸,塩酸,塩酸
"ヽ  にっ  \ら
「100」「クーロン」「炭素」カ連想さ       4
されるアルファベット1文字は回角",理系,C,A,D,B,C
流紋岩、安山岩、玄武震といえば、何という岩石の一種 ?,理系,火山岩,剣山岩,雲山岩,氷山岩,火山岩
通常、アナログ時計の長針が1回転する時間は何分?,理系,30分,100分,60分,10分,60分
次のうち、エメラルドの別名はどれ 2?,理系,黄玉,黒玉,宗玉,紅玉,宗玉
「単位ベクトル」とは、長さがいくつのベクトルのこと 2?,理系,],3,0,2,]
CGや音響技術を駆使して作られる「仮想現実」のことを、〇〇〇リアリティという。〇〇〇は ?,理系,バーコード,バースデイ,バーニング,バーチャル,バーチャル
のの 「鏡」をつく るとさきさに、 ガラスの表面に薄く塗られる金属は何 ?,理系,銀,殺,プラチナ,金,銀
"放射線の一種「Y線」の「Y」は何と読
す) 2",理系,シグマ,イプシロン,ガンマ,オメガ,ガンマ
次のうち、「ある星座の中で最も明るい星」を指す言葉はどれ?,理系,アルファ星,ベータ星,ガンマ星,オメガ星,アルファ星
「クーガー」や 「マウンテンライオン」とも呼ばれる、アメリカ大陸にすむネコ科の動物は何 ?,理系,デューマ,リューマ,ピューマ,シューマ,ピューマ
次のうち、日本式の天気記号で、「雨」を表す記号はどれ ?,理系,黒丸,日丸の中に黒丸,二重丸,日丸,黒丸
900点満点のテストで得点率9割というときの得点は何点 ?   「,理系,630点,810点,540点,720点,810点
夜明け頃に東の空に見える金星のことを、特に何という 2,理系,夕聞の明星,明けの明星,日昼の明星,到の明星,明けの明星
「おうし座」や「うお座」など、星占いによく使われる黄道上の星座を何という3?,理系,黄道十一星座,黄道十三星座,黄道十四星座,黄道十二星座,黄道十二星座
1876年に磁石式電話を発明した、アメリカの発明家は誰 ?,理系,ポケベル,パワーショベル,ライトノベル,ベル,ベル
次のうち、てこの原理と関係がないものはどれ2?,理系,支点,力点,作用点,中点,中点
円の直径は和牛径の何倍の長さ ?,理系,3倍,4倍,5倍,2倍,2倍
見た目がある鳥の中に見えることから命名された、古生代前生に栄えた軟体動物は何 ?,理系,カナリアガイ,インコガイ,オウムガイ,ツバメガイ,オウムガイ
DNAはどのような構造になっている 2,理系,二重波形構造,外行直線構造,二重コイル構造,二重らせん構造,二重らせん構造
秋の虫で、夜に「ちんちろりん」とまう95】たる円時,理系,カメムシ,タケムシ,マツムン,ウメムシ,マツムン
絹を生み出す「カイコ」はどんな種類の昆中の幼虫?,理系,ガの一種,カミキリムシの一種,ハエの一種,アリの一種,ガの一種
血中で酸素を運ぶ役割を担うタンパク質のへヘモグロビンは、通常何色をしている ?,理系,"字
月",赤,黒,日,赤
高層建築物の谷間で発生する強い風のことを何という?,理系,タワー風,ドーム風,ビル風,空風,ビル風
ガリウムとゲルマニウムの元素記号に共通して使われるアルファベットは何 ?,理系,F,G,H,E,G
蒸発や沸騰など、液体が気体に変わる現象を何という ?,理系,液化,気化,進化,酸化,気化
睡眠と覚醒とが1日を単位として現れるなど、生物の活動における周期的な変動を何という?,理系,バイオボリューム,バイオリズム,バイオメロディ,バイオハーモニー,バイオリズム
木造住宅の外壁などに使われた、鉄に亜鉛をめっきした板を何という ?,理系,コパン,キタン,エタン,トタン,トタン
ドブニウムとダームスタチウムの元素記号に共通して使われるアルファベットは何 ?,理系,A,D,B,C,D
植物の細胞の中にある、光合成を行うための器官は何 ?,理系,葉黒体,葉青体,葉緑体,葉黄体,葉緑体
ハワイ島などにみられる、マグマを発生し続ける場所を何という ?,理系,ホットスポット,コールドプレイス,ホットプレイス,コールドスポット,ホットスポット
次のうち、日本全国に分布するハトはどれ2?,理系,オリーブバト,キジバト,タイワンジュズカケバト,カンムリバト,キジバト
農業廃棄物やサトウキビなど、エネルギーとして使える生物資源のことを何という ?,理系,バイオマス,バイオカツオ,バイオマグロ,バイオイワン,バイオマス
人体にある、尿を蓄えておく器官は円時,理系,勝腕,脇,"Eヨ
月",肝臓,勝腕
酸素や窒素の常温常圧での状態は円時,理系,固体,液体,気体,プラズマ,気体
かつて用いられていた、無線電信で痢難を伝えるモールス符号は何 ?,理系,TOT,PHP,SOS,DVD,SOS
犬歯に起こりやすい、正常な位置からずれて、重なるように生えた歯を何という ?,理系,八車歯,九車歯,七車歯,十重歯,八車歯
太陽系の中心にある恒星は何 ?,理系,太陽,地球,月,異土星,太陽
次のうち、農作物につくアブラムシなどの娠躍を駆除する時などにも利用される昆虫はどれ ?,理系,カイガラムシ,テントウムシ,シンジミムンシン,ハリセンボン,テントウムシ
人体では体重の約7006を占める物質は何 ?      ー,理系,リリ,風,水,地,水
動物行動学者のローレンツが発見した、角化した鳥が初めて見たものを親と思い込む現象は何?,理系,ひさこみ,さしこみ,すりこみ,おとしこみ,すりこみ
次のうち、ペットとしても飼育されるオオツチグモ科のクモの一般的な呼び名はどれ?,理系,タランチュラ,デンキクラゲ,ガンガゼ,オナモミ,タランチュラ
動物の顔面中央にある、呼吸と吊覚をつかさどる器官は何?_,理系,"]
中紅",口,目,耳,"]
中紅"
北極星を探すために使われる、ローマ字の「W」に似た形に並んだ星座は何?,理系,カシオコンビ座,カシオセット座,カシオデュオ座,カシオペア座,カシオペア座
1時間は何分 ?,理系,120分,24分,60分,30分,60分
食材としても用いられる、上貝の閉殻筋のことを、別名で何という?2,理系,貝柱,貝頭,貝口,貝筋,貝柱
人間の生活に役立てる目的で飼育する動物のことを何という ?,理系,家畜,貯蓄,駆逐,"蓄音
機",家畜
次のうち、花の種類にあるのはどれ 2?,理系,サレンダー,ラベンダー,カレンダー,スレンダー,ラベンダー
ゾウガメは何類の生き物 ?,理系,鳥類,有申類,國類,,有申類
0ルYKの7Aもんルコ三23: 幸人1:立てたパソコンを「〇〇〇パソコン」という。〇〇〇は何 ?,理系,自作,多作,耕作,与作,自作
「2の2乗」といえばいくつ?,理系,2,2分の1,],4,4
「ユレダス」といえば、何を検知するシステム ?     ー,理系,地震,おやじ,火事,"選豆
四",地震
「オタマジャクシ」とは、どんな生き物の幼生2?,理系,カエル,ウーパールーパー,サンショウウオ,イモリ,カエル
次のうち、緑黄色野和はどれ ?,理系,ホウレンソウ,白楽,キャベツ,タマネギ,ホウレンソウ
次のうち、ミツバチが巣を守るために塗り付ける物質はどれ?2,理系,プロアゴラ,プロアテネ,プロポリス,プロアクロ,プロポリス
金属の中でも、アルミニウムなど、比較的、比重の小さいものを何という?,理系,弱金属,幼金属,超金属,軽金属,軽金属
空が赤く染まる「夕焼け」が見られる方角は、次のうちどれ?,理系,東,四,北,南,四
普通、川が下流になればなるほど河原の石はどうなる ?2,理系,小さく角が立つ,大きく丸くなる,大きく角が立つ,小さく丸くなる,小さく丸くなる
「無水炭酸」とは、何という気体の俗称? 。      ー,理系,二酸化鉛,二酸化窒素,二酸化硫黄,二酸化炭素,二酸化炭素
頭部にある3つの角が特徴的な、白亜紀に生息したとされる恐竜は何 ?,理系,ティラノサウルス,ヴェロキラプトル,プテラノドン,トリケラトプス,トリケラトプス
大気汚染によって発生する濃い霧を指す、「スモーク」と「フォッグ」の合成語は何 ?,理系,スフォッグ,スモーグ,スフォーグ,スモッグ,スモッグ
「涙営」や「ホルモンタンク」とも呼ばれる、目の下のふくらみを何という ?,理系,泌みくろ,泌ほくろ,ぶくろ,涙ろるくろ,ぶくろ
硫酸に含まれている元素は、酸素、水素と何 ?,理系,鉛,硫黄,塩化水素,ワラン,硫黄
ニワトリやキジの「トサカ」といえば、体のどこにある部分?,理系,しっぽ,約,豆,中,豆
ゴムや紙などのように、電気を通しにくい性質を持つ物体のことを何という ?,理系,絶縁体,抵折体,反抗体,拒絶体,絶縁体
次のうち、割り切ることができない数はどれ2,理系,3分の1,4分の1,2分の1,5分の1,3分の1
次の臓問のうち、「呼吸問」に分類されるのはどれ2?2  」,理系,肺,大騰,背騰,肝臓,肺
トンボの一種、アキアカネの別名は円時,理系,赤とんぼ,青とんぼ,白とんぼ,叶とんぼ,赤とんぼ
日本に棲息している二種類のクマとは、ヒグマと何 2,理系,ツキノワグマ,ホシノワグマ,ソラノワグマ,ヒノワグマ,ツキノワグマ
のコトジションーニンル4 ほれいとすらどんな惑星に関する理論 ?,理系,金星,木星,地球,火星,地球
健康食品や化粧品によく利用される「ローヤルゼリー」を分泌する生き物は何 ?,理系,ミツバチ,トノサマガエル,アンゴラヤギ,コウモリ,ミツバチ
「新三種混合ワクチン」とは、麻疹ワクチン、おたふく風邪ワクチンと何のワクチンを混ぜたもの ?,理系,火疹,林疹,山疹,風疹,風疹
水を熱した時、温かい水は、次のうちどこに移動する2,理系,右,下,左,上,上
次のうち、サクラの開花と関係があるものはどれ?2,理系,"温度
ZI お々",,花粉,物価,"温度
ZI お々"
サーモグラフィーとは、赤外線を用いて何を測定する装置?,理系,速度,角度,温度,震度,温度
頭痛薬の「バファリンA」を販売しGAとニレ マの【(和|-ヨとく円4,理系,ライオン,タイガー,チーター,パンサー,ライオン
日本で、「夏至」があるのは何月 ?,理系,9月,12月,6月,3月,6月
一青区が歌う曲のタイトルにもなった、 「アメリカヤマボウシ」の別名もある植物は何 ?,理系,ヒゲミズキ,ハナミズキ,クチミズキ,アゴミズキ,ハナミズキ
暴風・暴風婦・大雨・大雪などの種直がある、和気象庁の予報を何という?,理系,"に<ネーコ
嘱中",千備,警戒,警報,警報
目の疲労の原因となる、460ナノメートル前後の波長をもつ光を何という?,理系,イエローライト,ブルーライト,レッドライト,グリーンライト,ブルーライト
ムギやトウモロコシは何科の植物 ?,理系,イネ科,シソ科,ヤンシ科,ウリ科,イネ科
天体や宇宙を研究する学問を何といちら,理系,天文学,天化学,天経済学,天物理学,天文学
海洋研究開発機構の「しんかい(21010層8和とると 20。村2の::コクルン/,理系,潜水艦,砕氷船,捕鯨船,巡洋艦,潜水艦
次の時期のうち、台風の発生が最も多いのはどれ?,理系,8月から9月,2月から3月,5月から6月,11月から12月,8月から9月
「電気」「レーザー」などの種類がある、手術や解剖に使う小刀を何という ?,理系,メス,オス,キス,マス,メス
学名を「ホモエレクトスペキネンシス」という、東アジアで発見された化石人類は何 ?,理系,ソウル原人,年壌原人,東京原人,北京原人,北京原人
日本で、「冬至」があるのは何月 ?,理系,3月,12月,6月,9月,12月
食器などに利用される、ガラス質の畑薬を塗り、焼き上げた金属を何という ?,理系,ホイーロー,ホコーロー,ホーロー,ホイコーロー,ホーロー
酸性の液体とアルカリ性の液体が反応して、打ち消し人台うことを何という?,理系,大和,小和,高和,中和,中和
糖尿病や肥満など、普段の生活スタイルに起因する病気を何という3?,理系,生活加慣病,ライフサイクル病,ストレス病,日常生活病,生活加慣病
「パスカル」や「アール」の頭について10の2乗を表す、記号「h」の単位は何 ?,理系,"me
Pe",ヘクト,テシ,キロ,ヘクト
三角形の内角の和ほにはいくつ?,理系,60度,360度,90度,180度,180度
次のうち、ノーベル賞にある部門はとれ?,理系,力学党,地学賞,化学買,工学賞,化学買
和名を「三色スミレ」という、ガーデニングでもおなじみの花は何 ?,理系,ウドンジー,"バジ
ソ/",ゴハンジー,パンジー,パンジー
20世紀初頭に世界的に流行したインフルエンザのことを、ある国の名前を使って何という2?,理系,スペイン風邪,ドイツソ風邪,アメリカ風邪,イタリア風邪,スペイン風邪
物質を飲み込む「ブラックホール」に対し、物質を放出するとされる仮想の存在を何という?,理系,ブルーホール,ホワイトホール,レッドホール,イエローホール,ホワイトホール
「省星」ともいう、原則として星座を構成する星の中で最も明るい星は回角,理系,Q星,Y是,6星,B旦,Q星
レモン汁は何性の液体 ?,理系,酸性,アルカリ性,両性,中性,酸性
古くから「暴れると地震が起こる」と伝えられる、ヒゲが生えた淡水魚は何 ?,理系,マンボウ,アンコウ,シーラカンス,ナマズ,ナマズ
