Q,Category,K1,K2,K3,K4,A
タバコは定期的に値上げされるが、その主な原因は何?,雑学,タバコ葉減少,たばこ税の引き上げ,たばこメーカの戦略,タールの値上げ,たばこ税の引き上げ
次のうち、電力を使って水を沸かす電化製品はどれ2?,雑学,"[コロ]         ひ
電気ポ ット",電気ナマズ,電気ブラン,電気ウナギ,"[コロ]         ひ
電気ポ ット"
トランプゲームの「紳経衰絞」で、プレーヤーは同じカードを何枚揃えるとカードが取れる ?,雑学,4枚,2枚,3枚,5枚,2枚
串に刺して焼いた形が蒲 (がま) の穂に似ていたことに由来する、ウナギの代表的な料理法は何 ?,雑学,かば焼き,つぼ焼き,かた焼き,てり焼き,かば焼き
将棋の駒で、最も数が多いのは何 ?,雑学,歩,香車,銀,飛車,歩
一般的なチェスの駒に使われている色は、白と何色 ?,雑学,黒,緑,"に ゴ
月",赤,黒
カッパの頭の上にあるといわれるものは何 ?,雑学,コップ,はし,中,祭わん,中
フランス料理で、「パティシェ」とは何を作る料理人のこと2?,雑学,魚料理,前条,肉料理,デザート,デザート
次のうち、サラダの味つけなどに用いられるドレッシングはどれ2?,雑学,マヨネーズ,マリナーズ,スワローズ,ボポロネーズ,マヨネーズ
おみくじ。ラッキーなのは「吉」。アンメッたにゴとて 2    ーー,雑学,凶,"ーーュー
所",経,5纏,凶
ベレー、野球、赤白などの種類がある、頭にかぶるファッションアイテムは何 ?,雑学,ほぼうし,かんざし,りぼん,かつら,かんざし
英語で「ウィッグ」といえば、頭に装着するどんなもののこと 2?,雑学,りほぼほん,かつら,かんざし,ほうし,かつら
大根などの円筒形の野茶を、皮をむくように回しながら薄く長く切る切り方を何という ?,雑学,宇治むき,桂むき,吉田むき,京都むき,桂むき
大阪・法善寺横丁の名物となっている、1人前のぜんざいを2杯に分けたものを何という ?,雑学,兄弟ぜんざい,夫婦ぜんざい,姉妹ぜんざい,親子ぜんざい,夫婦ぜんざい
お風呂に入れて楽しむことかが出来る、温泉の有効成分が結晶化したものを何という2?,雑学,湯の葉,湯の根,湯の花,湯の枝,湯の花
一眼レフカメラなどで有名な、三菱グループの光学機器メーカーは何 ?,雑学,マナコン,ムラコン,ニコン,サンコン,ニコン
小林製薬の「元」、エステーの「力」の頭に共通して付く漢字2文どゴちくに 2,雑学,除園,光沢,洗浄,消和,消和
次のうち、ビリヤードのルールにあるものはとどれ?,雑学,テレポーテーション,レボリューション,ハイテンション,ローテーション,ローテーション
次のうち、ゆるキャラ「ねばてる妊」の母はどれ ?,雑学,アオカビ,"ーー -テー
納己國",ウェルシュ國,ビフィズス菌,"ーー -テー
納己國"
mini、microなどの種類がある、デジカメなどで使われるメモリーカードは何 ?,雑学,SDカード,フロッピーディスク,ブルーレイディスク,USBメモリー,SDカード
"人気
のキ
ャラクター
ー「クマのさん」。〇のの〇の〇は何 ?",雑学,パー,ビー,ポー,プー,プー
食器用洗剤の「キュキュット」を販売しているメーカーは何2,雑学,女王,国王,魔王,化王,化王
ハンバーガーで、普通、ハンバーグをはさんでいるものは何 ?,雑学,クッキー,パン,ノリ,ビスケット,パン
七五三の縁起物として有名。何人辿 ?,雑学,林檎人骨,千歳骨,のと館,綿館,千歳骨
豆腐の凝固剤として使われる、海水を濃縮して食塩をとった後に残る液ルさちる,雑学,さがり,もがり,あがり,にがり,もがり
迷信で、霊格車を見たときに隠した方がよいといわれる体の部位はどご2,雑学,ひじの裏,口元,へそ,親指,親指
一般に吸血具が若手にしているとされる野茶は何2,雑学,大根,セロリ,キャベツ,にんにく,にんにく
ボードゲームのチェスと囲碁は、いずれも何色と何色に分かれて対局する ?,雑学,育と栓,赤と緑,金と銀,日と黒,日と黒
次のうち、「楽食主義者」が食べない食品はどれ?   ー,雑学,牛肉,サツマイモ,ニンジン,豆腐,牛肉
次のうち、主にお酒と料理を提供する飲食店を指す言葉はどれ?,雑学,翌酒屋,立酒屋,居酒屋,座酒屋,居酒屋
歌を歌うのが下手な人のことを指す言葉はどれ?,雑学,おんち,いんち,ばぱんち,めんち,おんち
次のうち、天使を意味する言葉はどれ 2?,雑学,エンジン,エンジェル,エンジョイ,エンスト,エンジェル
ホテルの朝食などでみられる、客が好さな料理を自由にとる食事形式を何と言う?,雑学,ダイビング,ハッチング,タイビピング,バイキング,バイキング
「ピビープル」と「ポリス」から名付けられた、警庁庁のマスコットキャラクターは何 ?,雑学,ポービピくん,ポップくん,ビリスくん,ピーボくん,ピーボくん
通常より5円安い、広告が印刷されたはがきを何という2  「,雑学,リコーはがき,ダコーはがき,エコーはがき,キコーはがき,エコーはがき
洋服などに用いられる淡い色合いを指す言葉「〇〇〇カラー」。〇〇〇は何 ?,雑学,パラボラ,パラソル,パンドラ,パステル,パラボラ
文房具で、円を描く時に用いる道具はどれ?2     ーー,雑学,コンパス,コンテナ,コンドル,コンビニ,コンパス
次のうち、料理で材料を切るのに用いる道具はどれ2,雑学,こうちょう,とうちょう,ほうちょう,そうちょう,ほうちょう
遊園地にある小型の自動車は「C)〇カート」。〇〇OO〇は2,雑学,ゴ 語寺,ニイ,サン,ヨン,ゴ 語寺
三和酒類の焼酎「いいちこ」のキャッチフレーズ「下町の〇〇(〇」 o 〇〇〇は何 ?,雑学,レーニン,ナポレオン,ビスマルク,ガリバルディ,ナポレオン
次のうち、和光堂が販売する赤ちゃん用の粉ミルクはどれ?  「,雑学,まいまい,わいわい,あいあい,はいはい,はいはい
染色で、布地の一部を糸で縛ることによって、染料に浸した際に染め残しを作る技法を何という ?,雑学,剥がし染め,絞り染め,里染め,換り込み染め,絞り染め
jpまっ<4にゴル 和とる全う3ひ】たすきれ 2?,雑学,バイキング,ストッキング,トレッキング,ハイキング,ストッキング
次のうち、楽問の種類にあるのはとれ 2?,雑学,カープ,スープ,ハープ,コープ,ハープ
ティズニーの人気キャラクター「クマの〇〇〇さん」。O〇〇〇は何 ?,雑学,クー,ト 一,ルー,プー,プー
次のうち、頭が痛い様子を表す言葉はどれ ?,雑学,メキメキ,ズキズキ,ドキドキ,パキパキ,ズキズキ
ビルン【のんのcあこくンーニヒゴの)』7リクルッルパどに用いられる小型のナイフは何 ?,雑学,イエローナイフ,フィレナイフ,ペティナイフ,ダガーナイフ,ペティナイフ
次のうち、手の荒れを防ぎ、滑らかにするために使うクリームはどれ2?,雑学,リップクリーム,シェービングクリーム,シュークリーム,ハンドクリーム,ハンドクリーム
髪型のポニーテールの「テール」は馬のどの部分という意味 ?,雑学,痛中,ひづめ,しっぽ,国,しっぽ
美容の基本ともいわれる「オーラルケア」といえば、体のどの部分のケアのこと?,雑学,目,且,唱,"芋
中紅",唱
次のうち、「うす」や「きね」などの道具を使って行われるものはどれ?,雑学,三板おろし,皿洗い,もちつき,米とぎ,もちつき
鶏の胸のあたりにある肉の部位を、その形から何という2,雑学,ささみ,まつみ,すぎみ,たけみ,ささみ
次のうち、空中で滑空することがでさる動物はどれ ?,雑学,ムサシノ,ムササビ,ムラサメ,ムラサキ,ムササビ
遊園地にある人気の絶叫マシン「〇)〇つつ〇フォール」。〇〇〇は何 ?,雑学,スリー,マリー,エリー,フリー,フリー
次のうち、南アメリカ原産のお余はとれ?,雑学,マテ茶,ウゴケ人茶,トマレ茶,ハシレ茶,マテ茶
洋食屋で、料理を作る人を何といつう?,雑学,タック,キック,ロック,コック,コック
"若者言葉で、「クリソツ」とはどういう意
意味 ?",雑学,そっくり,クリンチ,クリスが卒業,クリスタル,そっくり
九州の政治、経済、文化の中枢都市はどこ2?,雑学,熊本市,久留米市,大分市,編岡市,編岡市
「コンカツ」 「シュウカツ」の「カツ」は何という言葉の略?,雑学,活版,活発,活躍,活動,活動
次のうち、衣服の和正回りのテザインにあるものはどれ?,雑学,Vネック,Qネック,Xネック,Sネック,Vネック
大きな氷をカンナの原理を用いみぞれ状にしたものに、シロップなどをかけたものとは?,雑学,,とろうろうろ昆布,,かさ氷,かさ氷
次のうち、野楽はどれ ?,雑学,カンジン,エンジン,ニンジン,ロンジン,ニンジン
ーー 「玉OO〇OO〇」「突き〇〇〇」「板〇〇つ〇」「和糸OつOO〇O」の〇〇〇に入る食べ物は何?,雑学,ちくわ,こんにやゃやく,はんペぺん,ところてん,こんにやゃやく
1日は何時間 ?,雑学,24時間,22時間,23時間,25時間,24時間
次のうち、買い物の時などに使う、手押し車はどれ?,雑学,ハート,ヒート,"ms ト
ae
ee",カート,カート
トランプの「ババ抜き」で、通常、ババに使われるのは次のうちどれ?,雑学,スペードのK,ハートのA,ダイヤの10,ジョーカー,ジョーカー
次のうち、血液型の種類にないのはとれ?,雑学,A型,F弄,B型,0型,F弄
ポテトコロッケ、ポテトフライの材料として欠かせない野茶は何2,雑学,サツマイモ,ジャガイモ,ヤマイモ,サトイモ,ジャガイモ
ゆでたジャガイモをつぶして作る料理「〇OO〇OO〇ポテト」。〇〇〇は何 ?,雑学,ブッシュ,メッンシュ,マッツンシュユ,キッシュ,マッツンシュユ
オランダ語で「鶴」という意味がある、水道の蛇口を指す言葉は何 ?,雑学,カラン,ガタン,コロン,ゴトン,カラン
肉や魚を油でいためた料理を何と言う ?,雑学,マテー,キテー,シテー,ソテー,ソテー
「『タウンワーク』『バイトル』といえば、次のうちどんなことに関するEEが村4,雑学,アルバイト,ファアッンション,オーディオ,レストラン,アルバイト
エスプレッ ソ、  カブチーノ ヽ アメリカンと言えば、どんな飲み物の種類 ?,雑学,ココア,,コーヒー,紅余,コーヒー
次のうち、小型の鳥の種類にあるのはどれ?2,雑学,うずら,かずら,うちら,うずく,うずら
次のうち、美術や芸術を意味する言葉はどれ?2    「,雑学,アート,コート,カート,オート,アート
次のうち、川に住む動物はどれ ?,雑学,ローバー,ハーバー,ドーバー,ビーバー,ビーバー
クリスマスの夜、サンタクロースのそりをひくといわれる動物は何 ?,雑学,イヌ,ウン,シマウマ,トナカイ,トナカイ
駐車スペースを指す言葉「〇〇〇工リア」。〇〇〇に入る言葉は何 ?,雑学,パーキング,バンキング,ラーニング,ハイキング,パーキング
植物に由来するオイルを用いて健康・美容を増進する技法の総称は回角,雑学,マゴットセラピー,アピセラピー,タラソテラピー,アロマテラピー,アロマテラピー
「コールスローサラダ」の主な素材となっている野茶は何 ?    「,雑学,ニンジン,セロリ,キャベツ,ジャガイモ,キャベツ
次のうち、一般的なルービックキューブの形はどれ3?,雑学,球,正八面体,立方体,三角雛,立方体
日本酒の原料になる穀物は何?,雑学,還,大,米,とうもろこし,米
フードがついた上着のことを総称して何という?,雑学,プークーー,ペーケー,パーカー,ピーキー,パーカー
次のうち、英語で「こんにちは」という挨拶の意味で使われる言葉はどれ?,雑学,アロー,ジロー,ハバハロー,タロー,ハバハロー
次のうち、括に巻いて使う、連っか状の防寒具はどれ?2,雑学,ドーヌス,スヌメード,メスード,メードス,スヌメード
次のうち、和傘の模様にあるのはどれ 2?,雑学,吾風の目,日 の目,蛇の目,礁の目,蛇の目
ラーメンの具によく使われる、タケノコを発酵させた食べ物を何という?,雑学,ラフンマ,メンマ,コンマ,サンマ,メンマ
次のうち、一般に「ボトムス」に分EEこと4:にちず2光2   」,雑学,ワイシャツ,時ジャン,キャミソゾール,サルエルパンツ,サルエルパンツ
ちからうどんとは、かけうどんに何を乗せたもの ?        「,雑学,大ぷら,油揚げ,山洒,もち,もち
ベトナム料理のひとつである、米で作られた下たい舌は何 ?,雑学,ワン,フォオー,スリー,ツ ーー,フォオー
石屋製菓が発売する、北海道を代表するお県子は何 ?,雑学,黒い恋人,赤い恋人,青い恋人,白い恋人,白い恋人
「油あげ」は、薄切りにしたどんな食材を何を油であげた食品 ?,雑学,なっとう,うどん,とうふ,こんにやく,とうふ
ソースやチーズを四角い板状のパスタに層状に挟んで焼いたイタリア料理は何 ?,雑学,マルゲリータ,ニョッキ,ラザニア,ブカティーニ,ラザニア
次のうち、天気が良くて暖かいことを意味する言葉はどれ?,雑学,チカチカ,ピカピカ,プカプカ,ボカポカ,ボカポカ
料理店で、食前や食後に手拭き用として出されるタオルのことを何という?,雑学,おにぎり,おしぼり,おさわり,おひねり,おしぼり
土の中に住んで、穴を掘る動物は円時,雑学,モグラ,カグラ,オグラ,アグラ,モグラ
化粧品をつける前に行う、その化粧品が肌に合うかどうかを確かめるテストを何という?,雑学,スケッチテスト,マッナチテスト,クラッチテスト,パッチテスト,パッチテスト
次のうち、涙をながしている様子を表す言葉はどれ ?      「,雑学,ころころ,ほろぼろ,うろうろ,とろとろ,ほろぼろ
色々なおかずをつめた弁当は「〇CO〇弁当」。 〇OOは?,雑学,ほくのうち,かれのうち,さみのうち,まくのうち,まくのうち
赤ちゃんが四つんばいで歩くことを何と言う ?,雑学,ないない,こいこい,あいあい,はいはい,はいはい
4 ミミリルレヒ 4: =ああ/りミミとを何という ?2,雑学,アップ,ダウン,ライト,レフト,ダウン
寿司に用いられる酢飯のことを、普通、何という ?,雑学,シャレ,ナチャラフ,ナチナャリ,シャリ,シャリ
次のうち、北アフリカにある国はとれ 2?,雑学,エドッコ,ハマッコ,トロッコ,モロッコ,モロッコ
美容院でブローをする時に使う道具生和回記2,雑学,ドライバー,フライヤー,ドライヤー,フリッパー,ドライヤー
スポーツ選手が試合の時に胸につけとをの】ちて時,雑学,コッケン,ゼッケン,エッケン,トッケン,ゼッケン
コーヒーにアイスクリームを洗かべたスイーツを 「コーヒー〇の〇の〇」。〇つ〇〇は ?,雑学,フロート,バラード,アラート,トリート,フロート
気象庁による解説では、激しい雨のことを「何をひっくり返したような雨」という?,雑学,バケソツ,ジョウロ,バスタブ,タライ,バケソツ
次のうち、静岡県のゆるキャラはとれ 2?,雑学,しずなてび,ふっかちゃん,とらさち,とち介,しずなてび
次のうち、「手の手入れ」 を意味する美容法はどれ?  -,雑学,ハンドケア,"へア
アケア",フェイスケア,スカルプケア,ハンドケア
「序の口」「土がつく」といえば、どんな競技から生まれた言葉 ?,雑学,野球,サッカー,相撲,カーリング,カーリング
次のうち、コンピューターに文字を入力するための機器はどれ?2,雑学,ギター,ベースズ,キーボード,ドラム,キーボード
次のうち、「美容院」や「応接間」を指す言葉はどれ?    「,雑学,サロン,ハロン,マロン,カロン,サロン
次のうち、「明色」の色はどれ ?,雑学,"字
月",赤,青緑,県,赤
スパゲティナポリタンやチキンライスの味つけとして使われる調味料はとれ?,雑学,マヨネーズ,みそ,カレー粉,ケチャップ,ケチャップ
何度も使ったお余の葉からいれた、薄いお茶のことを何という ?,雑学,えがらし,でがらし,いがらし,こがらし,でがらし
次のうち、主な対象読者層が男性であるファッション誌はどれ ?,雑学,SEVENTEEN,FINEBOYS,ピナチレモン,小悪魔ageha,FINEBOYS
ベネッセのキャラクター「しまじろう」はどんな動物 ?,雑学,ウン,イヌ,ウマ,トラ,トラ
次のうち、実際にあるトロピカルフルーツはどれ2?,雑学,ジャイアン,アイアン,ドリアン,ジュリアン,ドリアン
「ポテトフライ」「ポテトサラダ」に欠かせない食材は何 ?,雑学,ビピーマン,ニンジン,トウモロコシ,ジャガイモ,ジャガイモ
次のうち、ご飯をよそう時に使う道具はどれ2?,雑学,しゃもじ,もじもじ,よこもじ,おおもじ,しゃもじ
首都圏1都7県を事業地域とする電力会吐は何 2,雑学,東京電力,帝都電力,関東電力,首都電力,東京電力
次のうち、お湯をわかす時に使う台所道具はどれ?,雑学,ゆうがた,ひるま,やかん,あさ,やかん
教会の窓などにみられる、顔料や着人ガラスを組み合わせて模様・画像なとを表したものを何という?,雑学,ドーマー,カーテンウォール,ウィンドウボックス,ステンドグラス,ステンドグラス
日本ではクラシエフーズが発売している、ミントの強さが特徴的なタブレット上菓子は何 ?,雑学,フロート,フリクリ,フリスク,ノラスコ,フリクリ
絵の具や歯みがきなどを詰める入れもののことを何と言う?,雑学,チューブ,チューン,チュート,チューイ,チューブ
自動車で、スピードを出す時に踏むのゆ】たも円半?,雑学,アクセン,アクセル,アクセク,アクセス,アクセル
次のうち、基本的に2人ではしない遊びはどれ?,雑学,チェス,麻雀,オセロ,,麻雀
日よはけのために使う日傘はどれ?,雑学,パクパク,パリデス,パラソル,パラレル,パラソル
東京都にある、東西線、銀座線、丸ノ内線といえば、どんな種類の鉄道下線 ?,雑学,モノレール,地下鉄,路面電車,リニアモーターカー,路面電車
毛細官現象を利用している、モンブランやアウロラといった会和仁のものが有名な筆記具は何 ?,雑学,白年筆,万年筆,千年筆,十年健,万年筆
『「しょうが」や「にんじん」などの植物の頭に共通してつく、ある人名にちなんだ言葉は何 ?,雑学,金時,鉛時,鉄時,銀時,鉄時
次のうち、普通、頭にかぶって着用ままべもまう)】たすず2光』員2,雑学,シルクハット,車手,スニーカー,アンクレット,シルクハット
サトウカエデなどの樹液を材料に作られるシロップは何 ?  「,雑学,メープルシロップ,グレナデンシロップ,デーツシロップ,コーンシロップ,メープルシロップ
1年に2度、東京ビックサイトで開催される、世界最大規模の同人誌即売会は何?,雑学,コミックストア,コミックマーケット,コミックカーニバル,コミックバザール,コミックストア
次のうち、子どもの成長を税う風浪はどれ?2         「,雑学,巧五三,五七五,巧七五,ニニ七,巧五三
お寿司で、マグロの巻き寿司のことを何という ?   ーー,雑学,れっか,てっか,はっか,かっか,てっか
高級和牛の「御戸牛」といえば、どこの県の特産品?,雑学,京都府,愛知県,兵庫県,値島県,兵庫県
次のうち、和花王が販売する柔軟剤はとれ?,雑学,ウイング,リビング,スイング,ハミング,ハミング
ウひjpまっ0た3まゆにNpくたう1)はどれ ?     「,雑学,たわし,もやし,こけし,みこし,みこし
特に指定がない場合、普通自動車の一般道路における最高速度は次のうちとれ?,雑学,120km/h,90km/h,60km/h,30km/h,60km/h
自転車で、足でこいで動かす部分を何と言う?,雑学,ネダル,クダル,ペダル,ナダル,ペダル
スポーツの世界で新人選手を意味する言葉は何 ?,雑学,ルーキー,ザーキー,トーキー,ターキー,ルーキー
次のうち、生き物はどれ ?,雑学,オミクジ,ナメクジ,トミクジ,カラクジ,ナメクジ
白と黒に塗り分けられておらず、一見パトカーには見えないパトカーを何という ?,雑学,覆面パトカー,偽パトカー,びっくりパトカー,透明パトカー,覆面パトカー
次のうち、将棋の駒にあるのはどれ ?            「,雑学,丸,角,円,是,角
ステーキで、表面だけ火がとおった生やけの状態を何と言う?,雑学,コア,レア,ノア,エア,レア
名画『モナ・リザ』などが展示されているパリにある美術館は何 ?,雑学,ネーブル美術館,ケーブル美術館,サーブル美術館,ルーブル美術館,ルーブル美術館
笹の葉、短國、織姫・彦星から連想される行事は何 2,雑学,部分,七夕,ことどもの日,ひなまつり,七夕
次のうち、了純につけるアクセサリーはどれ2?,雑学,イヤリング,イカリング,オニオンリング,サイクリング,イヤリング
次のうち、栃木県で生まれたイチゴの品種はどれ ?,雑学,とちが一る,とちれでいぃい,とちおとめ,とちむすめ,とちおとめ
余道で、余事が行われる部屋を何という ?     ー,雑学,共屋,余家,茶部,寺至,寺至
フランス料理のレストランで「ソムリエ」といえば、お客に何をすすめる係 ?,雑学,肉料理,スープ,ワイン,スイーツ,ワイン
ラーメンなどに使われる「背脂」といえば、どんな動物の脂身 ?,雑学,,牛,豚,,豚
「ビーフステーキ」で、ステーキにされるのは何の肉 ?,雑学,牛,半,ニワトリ,ブタ,牛
冬至の日に食べると良いとされる野楽は何 ?,雑学,ゴーヤ,エンシャロット,カボチャ,ズッキーニ,カボチャ
育エンドウ豆を煮た料理を、ある鳥の名を使って何という ?,雑学,カッコウ豆,カラス豆,ウグイス豆,フクロウ豆,ウグイス豆
"KINCHOの「ゴンゴン」やエステーの「ムシューダ」といえば、どんな商ロ
ロロ ?",雑学,カイロ,防虫剤,クレンザー,柔軟剤,防虫剤
次のうち、鉄道の駅が最も多い都道府県はどこ?,雑学,愛知県,京都府,東京都,大阪府,東京都
次のうち、光や星が輝いている様子を表す言葉はどれ ?      「,雑学,サラサラ,イライラ,カラカラ,キラキラ,キラキラ
料理に用いられる、豚の脂を何といつう?,雑学,カード,ヤード,ラード,コード,ラード
潮池屋が販売する、「サクサクサンカク」というキャッチフレーズでおなじみの上菓子は何 ?,雑学,ブンカッキー,ポリンキー,カンディンスキー,ブラヴァツキー,ポリンキー
次のうち、実際にある祝日はどれ ?,雑学,総理大臣誕生日,皇后誕生日,天皇誕生日,東京都知事誕生日,天皇誕生日
軽国の漬物キムチ。 真っ赤な色のもとは何 ?,雑学,土,醤油,トマト,トウガラン,トウガラン
目が不自由な人の生活をサポートする犬は「〇O〇〇犬」ぴ。 の〇〇は何 ?,雑学,ほうどう,もうどう,こうどう,どうどう,もうどう
結婚記念日。50年目は金婚式ですが、25年目は何 ?         「,雑学,紅玉婚式,鉄婚式,銀婚式,銅婚式,銀婚式
次のうち、柳川鍋に使われる魚はどれ 2?,雑学,どじょう,うなぎ,さけ,あゆ,どじょう
フランス料理で、スープの基本素材となるだしのことを何という2,雑学,シーハチ,ワイナナ,エーロク,ブイヨン,ブイヨン
赤い絵の具と青い絵の具を等量混ぜると何色になる 2?,雑学,紫色,オレンジ色,黄色,緑色,紫色
バレリーナが舞台で着用する、何枚もの布を重ねたスカートを何という?,雑学,チュチュ,ニャニャ,リュリュ,"ご  ご
こニコユニユ",チュチュ
アンパンマンが、アンパンで作られているのは体のどの部分 ?,雑学,腹,征,手,背,背
ファッションやスポーツで手首につける「〇〇OO〇バンド」。〇〇〇は回角,雑学,ベスト,ガスト,マスト,リスト,リスト
6、7、ミニ等の種類がある宝くじは円時,雑学,コト,ロト,トト,ハト,ロト
風邪や花粉症対策のために、口や箇をおおう道具を何という ?,雑学,リスク,モスク,ラスク,マスク,マスク
次のうち、材木を削るために用いる大工道具はどれ?2,雑学,ダンナ,オンナ,カンナ,アンナ,カンナ
「コンサバファッション」の「コンサバ」とは何の略2?,雑学,コーンとサバ,コンサバティブ,コンドルサバイブ,コンゴウサバイバル,コンサバティブ
腕につけるアクセサリーは「C〇COOレット」。〇〇〇に入る言葉は何 ?,雑学,ブレス,トレス,アレス,クレス,ブレス
新聞や雑誌などに掲載される、短い記事のことを何という ?,雑学,ドラム,ハラム,コラム,スラム,コラム
ナンバーズ4、ロト6と言えば、何の種類 ?,雑学,スロットマシン,ルーレット,パチンコ,宝くじ,宝くじ
さやごと食べられるエンドウの品種「〇OO〇OO〇つエンドウ」。〇の〇の〇は何 ?,雑学,スナップ,スリップ,スキップ,スコップ,スナップ
次のうち、イノシンの肉の通称はどれ 2?,雑学,タモト,ボタン,ソデ,エリ,ボタン
トランプゲームの「ページワン」で紗りの手札が1枚になった時に宣言する言葉は何 ?,雑学,ページファイブ,ページセブン,ページワン,ページスリー,ページワン
日本の信号機で、車両用信号にあって歩行者用信号にはない色は何 ?,雑学,黄色,緑,赤,"宇
月",黄色
次のうち、ふるさと納税をした人が控除される税金はどれ ?,雑学,相続税,法人税,消費税,住民税,住民税
学校をずる休みすることを「学校を,雑学,さとる,さわる,さぼる,さがる,さぼる
よくトマトで作られる、野楽や果物などを裏ごしにして煮詰めた、邊液やりいざりひま33ひとる 衣。,雑学,ピューレ,ピューリ,ピューロ,ピューン,ピューレ
かつて薬を煎じるために使われていたことから名づけられた、お湯を沸かすための人道具は何 ?,雑学,やかん,おたま,包丁,まな板,やかん
次のうち、将棋の七大タタイトルにあるのはどれ?,雑学,王将,金将,,,王将
次のうち、エビの種類にあるのはどれ 2?,雑学,大正エビ,昭和エビ,明治エビ,在成エビ,大正エビ
京都の二条城の廊下などにみられる、歩くと音が鳴る床の造りを何という ?,雑学,つばめ張り,うぐいす紀り,からす張り,ふく ろう張り,うぐいす紀り
ブレンダーともいう、妃を回転させて果実・野茶などを細かく砕く調理娠具は何?,雑学,ミキサー,ボクサー,アラサー,センサー,ミキサー
17世紀に李ま参下によって創始された、繊細で華やかな絵付けを特徴とする佐賀県の焼物は何 ?,雑学,有田焼,無田焼,少田焼,多田焼,有田焼
迷信で、夜にすると親の死に目に会えなくなるといわれていることは回角,雑学,爪切り,耳掃除,垢すり,ひげ剃り,爪切り
ドレスなどにつける和花の飾りは何 ?,雑学,コサージュ,オマージュ,ポタージュ,コラージュ,コサージュ
次のうち、アラビア和牛島にある国はとれ?,雑学,シンャベール,オッシャール,カタール,ハナース,カタール
お湯を加えるだけで食べられるラーメンは「〇O〇O〇ラーメン」。のつの〇のは何 ?,雑学,インストラクター,インスピレーション,インスタント,インストール,インスタント
ゴルフの1番ウッドとねじ回しに共通する言葉は何 ?,雑学,パイロット,ジョッキー,オペレーター,ドライバー,ドライバー
次のうち、料理道具にあるのはどれ 2?,雑学,ザル,グル,エル,ドル,ザル
次のうち、コンビニチェーン店はどれ 2?,雑学,ローソン,マクドナルド,タリーズ,スターバックス,ローソン
次のうち、人が住んでいるのはどれ 2?,雑学,テンション,ポーション,マンンション,モーション,マンンション
書き初めや、鏡開きを行うのは通常回括肝     ー,雑学,1月,7月,3月,月,1月
小麦粉、砂糖、卵からつくられる長崎名物のお菓子はどれ ?,雑学,カステラ,カルデラ,カラフト,カリスマ,カステラ
ホテルの受付のことを何と言う ?,雑学,バックス,フロント,ディフェンス,フォワード,フロント
「ひな祭り」 「耳の日」 といえば、いずれも毎年何月何日 ?,雑学,9月9日,5月5日,3月3日,7月7日,3月3日
何度も煎じ出して、味や香りが薄くなってしまったお茶を何という ?,雑学,出もどり,出ずっぱり,出がらし,出ばやし,出がらし
茨城県つくば市に本征を置く、ジーンズを中心とした衣料品販売会往は回角,雑学,Over-on,Riqht-on,Left-on,Under-on,Riqht-on
自分にとって、おばあさんにあたる人は何人いる ?,雑学,8人,4人,2人,6人,2人
食べ物の「四の花」のことを、通称何という ?   -,雑学,おから,おかきさ,おかし,おかゆ,おから
次のうち、身をさばくのに免許が必要な魚はどれ?2,雑学,いわし,さば,内で  ぐ,まぐろ,内で  ぐ
昼のご飯は「昼食」、夕方のご飯は「夕食」といいますが、その間に食べるおやつは何という ?,雑学,朝食,間食,ブランチ,完食,間食
タバコをたくさん吸う人を「ヘへビー〇つつ〇」という。〇〇〇は何 ?,雑学,ストーカー,スモーカー,スリーパー,スイーパー,スモーカー
次のうち、必ずパスポートかが必要なのはどれ2?,雑学,温泉旅行,慰安旅行,海外旅行,観光旅行,海外旅行
「アパレル」といえば、次のうちどんな業界を意味する言葉 ?,雑学,IT業界,飲食業界,出版業界,服侯業界,服侯業界
会計名や商品名などの文字を組み合Pace証|EiSMZNEE'<間時31のとるという2,雑学,マゴ,ロゴ,レゴ,カゴ,ロゴ
マラソンや自動車レースで、ゴールせずに途中でやめることを何と言う?,雑学,あんしん,あぶない,さけん,あんぜん,さけん
次のうち、昼の12時を意味する言葉はどれ2?,雑学,正成,止辰,止子,正午,正午
オイスターソースの「オイスター」はどんな魚介類 ?,雑学,カキ,アサリ,ハマグリ,アワビ,カキ
次のうち、油であげた料理をさすのはどれ2?,雑学,フライ,ライナー,ヒット,ゴロ,フライ
次のうち、米などの貯蔵に使われる、ふた付きの容器はどれ ?,雑学,おへつ,おひつ,おふつ,おはつ,おひつ
次のうち、書類をまとめて綴じておくための文具はどれ2?,雑学,グライダー,バインダー,ファインダー,リマインダー,バインダー
ロッテが販売する商品「雪見だいふく」で、おもちの中に入っているものは何 ?,雑学,アイス,牛肉,スープ,ケーキ,アイス
髪を1つにまとめて馬の尻尾のようにたらした女性の髪形を「〇〇〇テール」  eo)  の)の)人の)な 2,雑学,ゼニー,デニー,ポニー,ベニー,ポニー
普通、「回転テーブル」が置かれているのは、次のうち、主に何料理のお店 ?,雑学,中華料理,メキシコ料理,フランス料理,イタリア料理,中華料理
次のうち、髪の毛の色を抜く「脱色剤」はどれ?,雑学,ブリーチ,ワンピース,ナルト,ニセコイ,ブリーチ
夜に行われるスポーツの試合のことを何と言う ?,雑学,ナイター,ジイター,ライター,ハイター,ナイター
トランプで、普通、ダイヤとハートのマークの色は何色 2,雑学,"字
月",赤,"ーー
穴",県,赤
