数学で、立体を切り開き、下面上に広げた図を何という ?,理系,拡大図,展開図,全体図,間取り図,展開図
次のうち、オレンジ色の果肉で知られるメロンの品種はどれ?,理系,困館メロン,札幌メロン,夕張メロン,帯広メロン,夕張メロン
人間の歯で、歯列の一番奥の部分に生える歯を俗に何という 2?,理系,親しらず,命しらず,時しらず,虫しらず,親しらず
「アルソミトラ」という植物の種は、空中を浮遊するため、次のうち何に似た形をしている ?,理系,鳥の供,家の上算,肉球,人の足,鳥の供
次のうち、貝の中に住む海の生物はとれ?,理系,カシカリ,ハツカリ,ヤドカリ,イシカリ,ヤドカリ
"大石が、
長い問、日光や雨風の影響をうけることによって徐々に破壊されることを何という?",理系,風化,蒸発,炎上,消失,風化
次のうち、大きく鳥に分類されるのはどれ2?,理系,山猫,森猫,川獲,海猫,海猫
「ローランド」や「マウンテン」に分類される、大型の霊長類は何 ?,理系,サイ,ライオン,ジャイアントパンダ,ゴリラ,ゴリラ
次のうち、四捨五入をしたときに「切り上げ」となる数字はどれ ?,理系,3,],2,S,S
汚染物質のPM2.5とは粒の大きさがCXうつ以下のものである。〇〇〇いに当てはまるのはどれ?,理系,2.5メートル,2.5センチメートル,2.5マイクロメートル,2.5ミリメートル,2.5マイクロメートル
次のうち、化粧品に保湿成分として配合される、ムコ多糖類の一種はどれ?,理系,テレフタル酸,イノシン酸,"ヒ
アルロン酸",グルタミン酸,"ヒ
アルロン酸"
ボウフラが成長すると、どんな申になる2?,理系,ハチ,ハエ,カ,チョウ,カ
なめくじに塩をかけるとなめくじの体が縮むのは、次のうちどの作用による?,理系,浸透圧,,磁力,摩擦,浸透圧
次のうち、アコヤガイなどの貝からとれる宝石はどれ?,理系,サファイヤ,ルビー,真珠,エメラルド,真珠
動物の卵がかえることを、普通、何という ?             「,理系,中化 (ようか),進化 (しんか),勿化 (うか),身化 (ふか),身化 (ふか)
青緑色の光沢があり、古くから装飾品にも使われている昆虫は何 ?,理系,玉虫,油虫,難虫,弱由,玉虫
ジュラ紀に生存した、和鳥類の宜先の考えられている化石動物は何 ?,理系,,火ノ鳥,不死島,始宜島,始宜島
「力こぶ」とはこの部分の筋肉のことである、上腕の前面にある筋肉は回角,理系,上腕四頭筋,上腕二頭筋,上腕一頭筋,上腕三頭筋,上腕二頭筋
次のうち、星座ではないものはどれ 2?,理系,おうし座,くるま座,さそり座,で た ご座,くるま座
断熱材や梱包材に使われる、気泡を含んだポリスチレンは 「発泡〇〇〇つ」。の〇〇は ?,理系,ステロール,スチロール,スプロール,スクロール,スチロール
次のうち、和気象用語の「前線」の種類にないものはどれ?,理系,停滞前線,閉窒前線,突風前線,杜冷前線,突風前線
次の足し算の式のうち、繰り上がりがあるのはどれ2?,理系,8十1,2十5,4十7,3十6,4十7
チョーク、上貝殻、卵の殻の主成分は円時,理系,炭酸カルシウム,炭酸マグネシウム,炭酸ナトリウム,炭酸カリウム,炭酸カルシウム
速さの単位に名を残すマッハは、どのE【のとにっと:和人,理系,モンゴル,オーストリア,アルゼンチン,アルジェリア,オーストリア
「打ち水」で涼しくなるのは、水が水蒸気に変わるときに〇〇〇を奪うため。〇〇〇は何 ?,理系,液化熱,酸化熱,気化熱,固化熱,気化熱
次のうち、川にすむカニはどれ?,理系,ズワイガニ,サワガニ,タラバガニ,ケガニ,サワガニ
米、小麦、とうもろこしといえば「世界三大〇つ〇」。〇〇は何 ?,理系,野朱,果物,末物,豆類,末物
人間の赤ちゃんはどうやって生まれと,理系,母親の身体から生まれる,コウノトリが連れてくる,キャベツ畑で拾ってくる,妖精から授かる,母親の身体から生まれる
しアルリリ【ひ5ミトさ<の【ク) トクアミにさとタん全て等しい四角形はどれ ?,理系,牌行四辺形,長方形,正方形,ひし形,正方形
春先に地上に生える、フキの若い花茎のことを何という ?,理系,フキノトウ,ツクシ,レンコン,タケノコ,フキノトウ
青いリトマス紙が赤く変色したとき、垂らした液体は次のうちどれ ?,理系,透明な液体,酸性の液体,負を含む液体,80C以上の液体,酸性の液体
次のうち、直星の別名として正しいのは ?,理系,掃除機星,塵取り星,ルンバ星,ほうさき是,ほうさき是
次のうち、一年で最も昼の時間が長の】たgp              「,理系,春分,抄至,冬至,秋分,抄至
次のうち、血管を大きく3種類に分けた時の種類にないものはどれ ?,理系,動脈,毛細血管,静須,極太血管,極太血管
海水に溶けている物質として最も多いものは何 ?,理系,塩化ナトリウム,硫酸カルシウム,塩化マグネシウム,硫酸マグネシウム,塩化ナトリウム
カナダ名産。カエデの樹から探った甘い液体は?              「,理系,サトウキピ,ゴム,岩塩,メープル・シロップ,メープル・シロップ
物体を横にすべらそうとするとき、床から物体に働く力の名は?,理系,抗力,気力,摩擦力,すべり力,摩擦力
太陽表面において、他よりも少し温度が低く暗く見える部分を何という?,理系,天寿,万物快楽理論,黒点,空葬,黒点
次のうち、ヒトの体にある勝問はどれ 2?,理系,王道,,食道,国道,食道
次のうち、-1の絶対値として正しい数はどれ?2   「,理系,0,-1,],CO,]
「ソーラーパネル」といえば、何発電に使われる装置 ?,理系,太陽光発電,風力発電,原子力発電,火力発電,太陽光発電
次のうち、動物の肝臓を意味する言葉はどれ2?,理系,カバー,レバー,ラバー,リバー,レバー
"元素の語

さ  ここ)

呂合わせ「水兵リーベ人僕
ェリ -   美の船」の「船」が表す元素は何と何 ?",理系,フェルミウムとネオン,フランシウムとネオジム,フレロビウムとネオジム,フッ素とネオン,フッ素とネオン
電卓などの道具を使わずに、頭の中だけで計算することを何という ?,理系,暗算,胸算,明算,珠算,暗算
一般的なサイコロの6つの目の数字の最小公倍数はいくつ?,理系,80,60,50,90,60
人の体液中の不要物質が腎臓でこしだされ、対外に排出されたものを、普通、何という ?,理系,尿,汗,だ液,便,尿
エンドウマメを用いた実験によって「遺伝の法則」を発見した、オーストリアの人物は誰 ?,理系,ツキデル,コテデル,メンデル,ドウデル,メンデル
リトマス紙やBTB溶液のように、化学の滴定における当量点を目で確認するために使う試薬は何 ?,理系,私事楽,支持楽,指示薬,四次薬,指示薬
時計の文字盤などに使われる、「|」」「IV」「X」で表される数字を何という3?,理系,ローマ数字,ベルリン数字,モスクワ数字,パリ数字,ローマ数字
物理学の仕事、タングステン、電力の単位・ワットから連想されるアルファベットは何 ?,理系,W,Y,X,Z,W
次のうち、科学者ガリレオ・ガリレイの説明として間違っているのはどれ?,理系,加速度の単位に名を残す,地動説を主張した,イタリア生まれである,女性である,女性である
「紳はサイコロを振らない」という名言を残した、有名な物理学者は上:壮4,理系,マリー・キュリー,レントゲン,湯川秀樹,アインシュタイン,アインシュタイン
沖縄や九州地方など、よく台風が通過し、被害を受けやすい地域を一般に何という ?,理系,"ィヽ 正(に上人
王風渋谷",台風新宿,台風池袋,台風銀座,台風銀座
地震で、初期微動に引き続いて起こる、比較的揺れの大きい震動を何という ?,理系,心至細動,主要動,大騒動,団体行動,主要動
女性の体で、受精卵が着床して胎能2ジリグリモルIITAち円肝。,理系,子認,子殿,子城,子,子
「猫舌」といえば、次のうちどんな食べ物が苦手な人のこと ?,理系,しょっぱい食べ物,冷たい食べ物,熱い食べ物,辛い食べ物,熱い食べ物
次のうち、インフルエンザウイルスの型に存在しないものはどれ?,理系,A型,B型,D型,C型,D型
動物学者の渡瀬庄三郎に因んだ学名が付けられた、体が光る海の生物といえはばは何 ?,理系,ホタルタコ,ホタルイカ,ホタルザメ,ホタルウミウシ,ホタルイカ
歯の外側にある、人間の体で最も硬い組織は何 ?,理系,カラメル質,石放質,クラメル質,エナメル質,エナメル質
日本では 「彦星」の名前で有名な、わし座のqa星は何?,理系,アルデラミン,アルデバラン,アルナイル,アルタイル,アルタイル
別名を「感置」ともいう、頭痛や微熱などを任う病気は何 ?,理系,風邪,虫垂炎,口内炎,がん,風邪
アルコールや水銀を使うものもある、温度を測定する器具を何という?,理系,高度計,温度計,速度計,湿度計,温度計
次のうち、膨らませたゴム風船を割るのに最も適したものはどれ?2,理系,卵のように丸いもの,紙のように薄いもの,針のように鋭いもの,砂糖のように甘いもの,針のように鋭いもの
ジャイアントパンダは、次のうち、主にどの地域に生息している ?,理系,アメリカ,オーストラリア,アジア,北極,アジア
海の水は海水。川や湖の水を何といちら,理系,薄水,軽水,淡水,山水,淡水
「オーロラ」や「炎」のような、「物質の第4の状態」ともいわれる状態を何という ?,理系,プラズマ,アモルファス,イオン,コロイド,プラズマ
「パーセク」や「光年」といえば、どんな学問で使われる単位 ?,理系,生理学,医学,天文学,化学,天文学
「大きい」という意味がある、地震の大きさを表す単位は何?,理系,マグニチュード,エチュード,ラティナュード,アテイィナチュード,マグニチュード
シルク、プリーツ、サニーといえば、どんな野楽の品種 ?,理系,レタス,アスパラガス,ブロッコリー,キャベツ,レタス
とさりjpみ29レマーク肥く2とて人03人で1本ずつ順番に引くとき、最も当たりやすいのは誰 ?,理系,最初の人,2番目の人,最後の人,確率は同じ,確率は同じ
次のうち、実際にいるクジラの種類はどれ2?,理系,チョウクジラ,ハエクジラ,トンボクジラ,セミクジラ,セミクジラ
水に対するせっけんなどのように、表面張力を著しく低下させる物質のことを何という?,理系,底面活性剤,界面活性剤,表面活性剤,復面活性剤,界面活性剤
次のうち、水が凍る温度はどれ ?,理系,炎点,風点,軍点,氷点,氷点
「炎色反応」を利用している、火薬が燃焼するとき発生する光や音などを楽しむものは何 ?,理系,花火,月火,風火,鳥火,花火
次のうち、アルコールの一種はどれ 2?,理系,アセトン,ホルムアルデヒド,メタノール,メタン,メタノール
ばねの働きに関する「フックの法則」を発見したイギリスの科学者は上:壮4,理系,ロバート・ゲラー,ロバート・ゴダード,ロバート・ボイル,ロロバート・フック,ロロバート・フック
ツチノコ、ネッシーなどの未確認動物のことを何という2?,理系,INU,NEKO,USI,UMA,UMA
ブリやスズキなどのような、成長に応じて呼び名が変わる魚を何という?,理系,転職魚,左居魚,出世魚,貯転魚,出世魚
其星のことをある掃除道具の名前を使って何という?,理系,ちりとり是,ぞうさん是,そうじきさ旦,ほうさき是,ほうさき是
ローマ数字で「IV」が表す数は何 2,理系,9,4,25,15,4
「全身」や「局所」などがある、楽を使って一時的に痛みの感覚を失わせる医療技術は何 ?,理系,抜糸,寺帳,太酔,切除,太酔
1、2年で枯れることがなく、毎年茎や葉を伸ばす植物を何という2?,理系,太年草,大年草,丸年草,多年晶,多年晶
最高気温が摂氏25度以上の日のことを何という2,理系,冬日,春日,秋日,邊日,邊日
イソギンチャクとクマノミなどのように、2種類の生物が互いに利益を和侍るような関係を何という ?,理系,強勢,矯正,共生,5纏制,共生
毛皮が衣服に用いられたことから「ケイトネズミ」という別名を持つ、リスの仲間は何 ?,理系,ミギチラ,チラチラ,チンチラ,アセナラ,チンチラ
ハンシブトやハシボソという種類がいる、一般的に黒い体公をしている記は何 ?,理系,ツバメ,スズメ,カラス,ハト,カラス
玄米から委などを取り除き、米を白くすることを何という ?,理系,精米,清米,晴米,靖米,精米
次のうち、人体で最も高い位置にあとをのちずっ   「,理系,みぞでおち,あご,へそ,ひたい,ひたい
FCにたゴビヒコョミリルーレシ 上:1-有yp原子番号88、元素記号 「Ra」の元素は何 ?,理系,レントゲニウム,ラジウム,ローレンシウム,ランタン,ラジウム
手足の皮膚に深いひび割れが生じ、内部が赤く見えたり出血したりするものを何という?,理系,あおぎれ,あかぎれ,あいぎれ,あさきれ,あかぎれ
ウひのわる28還にME:に才か329 にアドにゴセルんて、世界中で流行したインフルエンザはとどれ?,理系,スペインかぜ,フランスかぜ,イギリスかぜ,アメリカかぜ,スペインかぜ
植物の細胞の中にある、光合成を行う器官を何という ?,理系,ゴルジ体,細胞核,ミトコンドリア,葉緑価,葉緑価
ドライアイスが溶けるとどんな気体が発生する?,理系,二酸化炭素,窒素,水素,酸素,二酸化炭素
類の斑点があるお面に似ていることから名付けられた、インコの種類は回角,理系,ヒヨットコインコ,オカメインコ,ハンニャインコ,オキナインコ,オカメインコ
ポリエチレンやポリプロピレンなどの高分子化合物を総称して何という?,理系,合成木脂,合成樹脂,馬成草脂,合成花脂,合成樹脂
空気中の水蒸気が氷の結晶となり、日光を受けてキラキラ輝く現象を何という2,理系,サファイアダスト,エメラルドダスト,ダイヤモンドダスト,ルビーダスト,ダイヤモンドダスト
次のうち、「6分の4」を約分した値はどれ ?     ーー,理系,4分の6,2分の1,5分の3,3分の2,3分の2
次のうち、インターネットのホームページを作成するための言語はどれ?,理系,JAXA,FIFA,HTML,SMBC,HTML
_ 元素名、ドブ〇の〇の〇、 ポロOO〇〇、アルミ〇〇〇の、〇〇〇びに共通して入る言葉は何 ?,理系,ビウム,リウム,シウム,ニワウム,ニワウム
「クロコダイル」 「アリゲーター」「ガビアル」といえば、どんな動物の分類 ?,理系,トカゲ,ヘビ,カメ,ワニ,ワニ
白黒のツートンカラーが特徴的な、東南アジアに生息するバクは何 ?,理系,スマトラバク,シャムバク,ビルマバク,マレーバク,マレーバク
「鞭形」にはいくつの辺がある ?,理系,3,],2,4,4
ヒトの肺に無数にあり、効率的なガス交換を行っている袋状のものを何という?,理系,風袋,肺肥,肺門,肺肝,肺肥
次のうち、イヌの品種にあるのはとれ 2?,理系,ブルーチーズ,チェダーチーズ,マルチーズ,エダムチーズ,マルチーズ
世界初の抗生物質 「ペニシリン」を発見したイギリスの組税学者は誰 ?,理系,フレミング,トカゲゼミ,"ミズ っ
に    に
1  ヤセ ミ",アメゼミ,フレミング
爪の根元にある薄い皮を何という ?,理系,"渋皮
プンとく",辛皮,甘皮,耕皮,甘皮
肥満やアルコールの摂取によって起こる、肝臓に脂肪が蓄積した状態を何という3?,理系,白色肝,脂肪肝,者白肝,脂蓄肝,脂肪肝
「温度が一定の場合、気体の体積は圧力に反比例する」という法則に名を残す化学者は誰 ?,理系,バーン,ボイル,レンジ,フラフライ,ボイル
化学式「H30B83」で表される、よくゴキブリを駆除する団子の材料に用いられる物質は何 ?,理系,ホウ酸,塩酸,牙酸,シュウ酸,ホウ酸
アルミニウムの原料となる鉱石は円時,理系,ボーキサイト,ボーキウェブ,ボーキブログ,ボーキチューブ,ボーキサイト
日常的には「奥歯」と呼ばれる歯のことを、学術的には何という ?,理系,日歯,旧歯,白歯,日歯,日歯
太陽系の惑星で、太陽に最も近い軌道を動いているのは何 ?,理系,水星,木星,金星,火星,水星
空に見える星の位置が時間とともに変わっていく理由は、地球が何をしているから》,理系,自転している,惑星だから,公転している,まるいから,自転している
動物の雄の体内にあり、精子がつくられる器官を何という?,理系,造卵器,造精器,卵巣,精巣,精巣
カブトムシの足の本数は?,理系,8本,6本,10本,12本,6本
"「電子」
のよう
ように、電
、電何を持った*
こ粒子のことを何という?",理系,化電粒子,荷電粒子,架電粒子,家電粒子,荷電粒子
次のうち、ガリレオ・ガリレイが落体の法則を証明する実験を行ったと伝えられる塔はどれ ?,理系,ピサの料塔,エッフェル塔,エンパイアステートビピル,ブルジュ・ハリファ,ピサの料塔
「急性腰痛症」のことを、一般的に何という2,理系,しゃっくり腰,びっくり腰,ざっくり腰,どっさり腰,ざっくり腰
次のうち、答えを「差」という計算はどれ ?      -,理系,引き算,掛け算,割り算,足し算,引き算
一般的なAB型の両親から生まれてくる子供の血液型として、ありえないの】たず。化2,理系,AB型,0型,B型,A型,0型
「涙営」や「ホルモンタンク」とも呼ばれる、目の下のふくらみを何という ?,理系,泌はくろ,ぶくろ,泌ろくろ,涙みくろ,ぶくろ
邊分計、1分計、3分計などの種類がある、体温の計測に用いる温度計は回角,理系,体温計,肌温計,肉温計,身温計,体温計
電子分野では集積回路、医療ではインフォームドコンセントを指すアルファベット2文字は何 2,理系,IK,SK,CG,ICじ,ICじ
種子が発芽して最初に出る葉のことを何という ?,理系,孫葉,親葉,子葉,移貴葉,子葉
プラスが「正の数」なら、マイナスは「何の数」という ?2,理系,負の数,府の数,不の数,歩の数,負の数
良い匂いによって、気分をさわやかにするなどの効果がある薬剤を何という ?,理系,線香剤,新香剤,焼香剤,方香剤,方香剤
"太 /   N
ーー           ち  内        上
ーも高い位置にくることを何という 2?",理系,西中,南中,北中,東中,南中
鉛筆の芯などに使われる、炭素からなる元素鉱物は何?,理系,蒼外,銀昭,白鉛,黒鉛,黒鉛
次のうち、ペルーからチリ北部にかけて生息するペンギンはどれ?,理系,フンボルトペンギン,フンワットペンギン,"フンアンペア
ンペアベペンギン",フンオームペンギン,フンボルトペンギン
銀河系に最も近い位置にあり、銀河系によく似た構造を持つ銀河は何 ?,理系,アンドロメダ銀河,ケフェウス銀河,カシオペア銀河,ペルセウス銀河,アンドロメダ銀河
数学で、有理数および無理数を、総称して何という 2?,理系,信数,実数,,真数,実数
果を守る効果がある、ミツバチが樹液と貴液を混ぜて作る粘着性の物質は何 ?,理系,プロポリス,プロドクター,プロファイナンス,プロナース,プロポリス
パラシュートが開くと降下速度が遅くなるのは、次のうち、何が大きくなるから?,理系,表面温度,電磁気力,空気抵折,万有引カ,空気抵折
一般的な中和滴定の実験では、指示薬を含む溶液がびどのように変化したところを反応の終点とする ?,理系,色が変わる,固形化する,沸騰する,二層に分離する,色が変わる
次のうち、物体に働く物理的な力の一種であるものはどれ?,理系,生活力,長州力,圧力,女子力,圧力
アルミニウムのものが特に有名な、日本語では「徐」というものを何という ?,理系,ハイル,フイィイル,ヘイル,ホイル,ホイル
ゴムや紙などのように、電気を通しにくい性質を持つ物体のことを何という ?,理系,反折体,絶縁体,抵折体,拒絶体,絶縁体
次のうち、実際にある植物はどれ?,理系,サザンカ,スズンカ,シジンカ,セゼンカ,サザンカ
次のうち、科学実験などで、少量の液体を吸い上げるときに使う道具はとれ?,理系,スハルト,スポット,スウェット,スポイト,スポイト
次のうち、パーティグッズで見かける「へヘリウムガス」を吸ったときの声の変化はどれ?,理系,声が大きくなる,声が高くなる,声が低くなる,声が小さくなる,声が高くなる
カメラのレンズの役割を果たす、人間の目の器官は何?,理系,石衣体,水晶体,表翠体,紅玉体,水晶体
水を電気分解したとき、陰極に発生する気体は何 ?,理系,アルゴン,窒素,水素,ヘリウム,水素
体の前後にある吸盤で動物に吸い付き、血を吸うという性質で知られるにのリルの】たる円,理系,ヒル,デル,ワル,ネル,ヒル
日本で使われている気圧の単位は「ヘクト〇OO〇〇」 。 〇〇〇は何 ?,理系,パスカル,ニュートン,ガウス,ワット,パスカル
顕微鏡で観察する際に用いる、ガラスの上に試料を乗せたものを何という?,理系,プレリュード,プロデュース,プレパラート,プロシュート,プレパラート
ある金属と他の金属などを溶かし、混ぜ合わせたものを何という2?,理系,併金,結金,融金,合金,合金
次のうち、普通、女性にしかない騰る結はどれ2?,理系,子豆,腫臓,甲状腺,胆のう,子豆
"「水兵リーベ僕の船」といえば、何をっに月  |
時の語呂合わせ ?",理系,歴代内閣総理大臣,ルート3,太陽系の惑星順,周期表,周期表
次のうち、ビールなどに多く含まれ、靖風の原因となる物質といえばとれ?,理系,プリン体,アイス体,ゼリー体,ケーキ体,プリン体
次のうち、黄道十二星座に含まれない星座はどれ?,理系,おおぐま座,おとめ座,おうし座,おひつじ座,おおぐま座
次のうち、北極海にすむ、2本の大さな牙が特徴的な貴包類はどれ ?,理系,セイウチ,ムチウチ,フイウチ,アダウチ,セイウチ
次のうち、目薬を目にさすことを意味する言葉はどれ?,理系,正眼,点眼,肉眼,補眼,点眼
地球の空気の成分の約8割を占める気体は何 ?            ーー,理系,酸素,水素,室素,二酸化炭素,室素
太陽の表面にある、周囲よりも温度が低く、暗く見える部分を何という?,理系,赤点,曰点,黒点,緑点,黒点
ウツボカズラやハエトリグサといえばどんな植物 ?,理系,裸子植物,桂帯植物,高山植物,食虫植物,食虫植物
次のうち、女性の宇宙飛行士は誰 ?,理系,テレンコワ,レオーノフ,ガガーリン,アームストロング,テレンコワ
を:さゆ中ニョた円,理系,0,S,H,K,H
カタツムリは、普通、いくつの眼を持つ?,理系,1つ,3つ,4つ,2Zつ,2Zつ
植物が光合成をする場所は細胞の何という部分?,理系,液肥,核,葉緑体,細胞壁,葉緑体
「罰易」や「偏西」などの種類があとニン$ににヨムと円有人,理系,"NN|
十",波,"記
雪",風,風
酸素と水素の化合物であり、地球の表面積の70パーセント以上を覆っている物質は何 ?,理系,メタン,水,アンモニア,二酸化炭素,水
次のうち、リニアモーターカーに応用されている力はどれ ?,理系,原子力,磁力,風力,握カ,磁力
四つ葉のものは幸運を招くといわれる、シロツメクサの別名は何 ?,理系,ハート,クローバー,ダイヤ,スペード,クローバー
オスの大アゴの内側に、歯が細かく並んでいることから名付けられたクアルジレ:4た時。,理系,カンナクワガタ,ノコギリクワガタ,カナヅチクワガタ,ノミクワガタ,ノコギリクワガタ
次のうち、長い舌を使ってある中を食べる、中南米にすむ動物はどれ ?,理系,クモクイ,アリクイ,ハエクイ,ダニクイ,アリクイ
腐食によって金属の表面に生じる生成物のことを何という 2?,理系,わび,さび,とび,こび,さび
老化などが原因で、髪の毛から色素が抜けた状態を何という ?,理系,,赤毛,妹毅,日髪,日髪
地方によって「でんでんむし」や「まいまい」と呼ばれる生物は何 ?,理系,フナ,カタツムリ,ゲンゴロウ,ウナギ,カタツムリ
コアラの主食となっている、オーストラリア原産の植物は何 ?,理系,カシカリ,テガカリ,マサカリ,ユーカリ,ユーカリ
次のうち、「コスモス」の別名はどれ 2?,理系,夏桜,春桜,冬桜,秋桜,秋桜
ヒトの体を流れる血の色は何色 ?,理系,緑,日,赤,県,赤
川や氷河に入られたり断層が運動したりしてできた、細長いくぼんだ地形を何という?,理系,尾根,丘,谷,山,谷
電圧の単位 「ボルト」を表すアルファベット1文字は何 ?,理系,B,U,T,V,V
別名を「アジアクロクマ」という、日本にも生息している熊は何 ?,理系,ツキノワグマ,ツチノワグマ,ヒノワグマ,ミズノワグマ,ツキノワグマ
次のうち、「マングローブ」が生えているところとして最も適切な場所はとどこ?,理系,砂漠,水辺,街中,高山,水辺
一般的な下面上の「直交座標」にある2つの軸は、何軸と何軸?,理系,a軸とz軸,x軸とy軸,j軸とk軸,s軸と|軸,x軸とy軸
ヤマカガシやアオダイショウといえば、何という動物の仲間 ?,理系,カメ,ヘビ,カバ,ワニ,ヘビ
"にkW/oとだIICG和やンコンルンクルンをカブトガニのことを 「生きている*何""」と呼ぶ?",理系,奇跡,遺跡,布石,化石,化石
次のうち、「ボーリング」によって行われるものとして正しいものはどれ?,理系,,,学力調査,地質調査,地質調査
頭部が六角形になっているものが多い、機械で部品同士をつなぐためのねじは何 ?,理系,ワット,ボルト,アンペア,オーム,ボルト
「ハニカム構造」といえば、次のうちどんな図形を組み合わせた構造 2,理系,五角形,三角形,四角形,八角形,八角形
パソコンで行う作業「コピペ」は「コピー&〇OO〇〇」の略。 〇〇〇は回角,理系,ペーター,ペーパー,ペースト,ペーブメント,ペースト
カエルの幼生を何という ?,理系,ウスバカゲロウ,オタマジャクシ,ウリボウ,ガガンボ,オタマジャクシ
電車車両や鋼などによく用いられる、「さびない」という意味がある金属は何 ?,理系,プラスチック,ニッケル,アルミニウム,ステンレス,ステンレス
三角形の面積を求める公式「底辺x〇つつ=2」。〇〇は何?,理系,人高さ,内角の和,周囲の長さ,和キ算,人高さ
次のうち、ヒトの結腸を構成している部分として実在するものはどれ?,理系,U状結腸,V状結腸,T状結腸,S状結腸,S状結腸
寿司ネタとしてもおなじみの、ヒラメやカレイにある、ヒレを動かす筋肉といえば何 ?,理系,そとがわ,うちがわ,えんがわ,うらがわ,えんがわ
太陽系の第3惑星は何という天体 ?,理系,地球,土星,火星,月,地球
次のうち、センター試験の理科の科目にないのはどれ2?,理系,化学,物理,医学,地学,医学
夏に乳幼児や肌の弱い人がなりやすい、汗をかいて皮膚に湿疹ができるhnあたる円4,理系,あせも,しもやけ,ものもらい,にきび,あせも
次のうち、漆や楽品などが皮膚に付着し、腫れたりかゆくなったりすることを指す言葉はどれ ?,理系,される,つけれる,かぶれる,はける,かぶれる
普通、川が下流になればなるほど河原の石はどうなる ?2,理系,小さく丸くなる,大きく丸くなる,大きく角が立つ,小さく角が立つ,小さく丸くなる
別名を「クビレズタ」という、沖縄名物の海藻は何?,理系,海りんご,海ぶどう,海いちご,海なし,海ぶどう
「アニサキス症」といえば、次のうち何によって引き起こされる病気 ?2,理系,お洒の飲みすぎ,辛いものの食べすぎ,睡眠の不足,魚の奇生忠,魚の奇生忠
ケタ数の多い数字の掛け算等でよく行う、紙に書いて計算する方法は回角,理系,古算,紙算,筆算,加算,筆算
「引力」の中でも、すべての物体が持っている引力のことを何という ?,理系,万物引力,万能引力,万歳引カ,万有引カ,万有引カ
魚類の中で最大であるサメといえば円時,理系,ハンテンザメ,ジンベエザメ,モンツキザメ,ジュバンザメ,ジンベエザメ
苦い粉薬を包んで飲みやすくする、薄いデンプン肛を何という ?,理系,オブリガート,オブライエン,オプチミスト,オブラート,オブラート
次のうち、衛星放送を受信する時などに用いる、お板型のアンテナの名前はどれ ?,理系,バラバラアンテナ,パラパラアンテナ,ボラアンテナ,パラボラアンテナ,パラボラアンテナ
帯を1回ねじって端をつなげることででさる、表と埋の区別がつけられない図形を何という ?,理系,カノポスの毒,クラインの毒,ビショップの輸,メビウスの輪,メビウスの輪
植物のマツが分泌する、ねばねばとした液のことを何という ?,理系,松とり,松えき,松かわ,松やに,松やに
建物の壁をスクリーンにして、映像を映し出す方法を「何マッピング」という2,理系,プロジェクション,アトラクション,ナビゲーション,エキシビピジョン,プロジェクション
正式名称を「流行性耳下腺炎」という、子どもがかかりやすい病気は回角,理系,はんにゃかぜ,おかめかぜ,ひょっとこかぜ,おたふぶふくかぜ,おたふぶふくかぜ
次のうち、トンボなどの昆虫の体にみられるものはどれ ?,理系,複眼,復耳,復口,複鼻,複眼
クマやリスなどの動物にみられる、食料の少ない季節に活動を停止する省性を何という ?,理系,冬眠,仮眠,催眠,情眠,冬眠
アルファベット2文字で「UV」と略される電磁波は何 2,理系,極超短波,赤外線,可窟光線,此外線,此外線
小腸の内面にある、無数の小さな突起のことを何という ?,理系,柔毛,軟毛,固毛,便毛,柔毛
ヒマワリの人花が咲く季節はいつ 3?,理系,夏,冬,春,秋,夏
次のうち、全身に血液を送り出す働きを持つ騰器はどれ ?2,理系,肺,心臓,すい騰,小腸,心臓
次の自然数のうち、唯一、3で割り切れる数はどれ ?      「,理系,11111,11,1111,111,111
イットリウムやネオジムなどの「希土類元素」のことを何という ?,理系,レアマーズ,レアアース,"レ
アスター",レアムーン,レアアース
ドライアイスの原料となる気体は円時,理系,アルゴン,二酸化炭素,室素,酸素,二酸化炭素
次のうち、1から6を示す一般的なサイコロにあてはまる立体はどれ ?,理系,正四面体,正十二面体,正八面体,正導面体,正導面体
腕を曲げた時に二の腕の内側にできる、筋肉が盛り上がった部分を何という ?,理系,力ばれ,力こぶ,力だし,力だこ,力こぶ
フェレットやカワウソは何科の動物 ?,理系,ネコ科,ウサギ科,イタチ科,ウシ科,イタチ科
主に航空機で広く用いられる、高圧のガスを噴射した反動で推進力を得るエンジンを何という?,理系,ジョーエンジン,ジュースエンジン,ジェットエンジン,ジャンボエンジン,ジェットエンジン
血液が動脈血管内を流れているときに示す圧力のことを、一般に何という?,理系,血藤,血圧,押流,血痕,血圧
アルコールや砂糖のように、溶液にしても電気を通さない物質を何という?,理系,,未電解質,非電解質,不電解質,非電解質
「ハンザキ」の別名もある、世界最大の両生類はオオ〇〇〇ウォ。〇〇2,理系,サンショウ,コショウ,トウガラン,ワサビ,サンショウ
太陽系から最も近い位置にある銀河生和回記2,理系,ペガサス銀河,フェニックス銀河,アンドロメダ銀河,キグナス銀河,アンドロメダ銀河
樹状突起や軸索などからなる福経細胞といえは何 ?,理系,ペーロン,ニューロン,レトロン,ホトロン,ニューロン
立ったときに、両側の脚が外側に向かって変形してしまう状態を何という?,理系,V脚,U脚,S脚,0脚,0脚
