Q,Category,K1,K2,K3,K4,A
『週刊少年マガジン』 連載の漫画『タカラの膳』の主人公、鳳タカラが入部したのは何部 ?,アニメゲーム,天文部,写真部,料理部,合唱部,合唱部
漫画家の古川島三が創業した、漫画専門の古書店は何2,アニメゲーム,あにだらけ,まんだらけ,げーだらけ,ふるだらけ,まんだらけ
藤島康介の漫画 !逮捕しちゃうぞ』。 主人公、辻本夏実と小早川美ビゴの】:Eヨヨたる円有,アニメゲーム,"ンー
誠 巨",議員秘書,アイドル歌手,ファッションモデテル,"ンー
誠 巨"
次のうち「ドラゴンクエスト」シリーズにお馴染みのモンスターは?,アニメゲーム,ジェル,シャボン,ぶぷにぶに,スライム,スライム
ゲーム 『ニード・フォー・スピード』は、ジャンルでいうと何ゲームにあたる ?,アニメゲーム,レースゲーム,ロールプレイングゲーム,クイズゲーム,パズルゲーム,レースゲーム
三億円事件を題材とした、実写ドラマ化もされた漫画は次のうちどれ2?,アニメゲーム,アカコーチ,アオコーチ,シロコーチ,クロコーチ,アカコーチ
2002年にテレビ東京で放送されたアニメ『〇〇のナナ』。〇〇に入る人数は何人 ?,アニメゲーム,7人,3人,5人,9人,5人
次のうち、日本を舞台にしたゲームにとれ?,アニメゲーム,龍が如く,トロピコ,ファークライ,バイオハザード6,龍が如く
枢やなの漫画『黒執事』の主人公である執事の名前は「何・ミカエリス」 ?,アニメゲーム,ウィリアム,エリザベス,セバスチャン,ビクトリア,ビクトリア
アニメでおなじみのキャラクター、アンパンマンの生みの親である人物は誰 ?,アニメゲーム,ちばてつや,さいとう・たかを,やなせたかし,さくらももこ,やなせたかし
武田綾乃の小説を原作とするアニメ『O! ユーフォニアム』。〇〇は回角,アニメゲーム,響け,如れ,叫べ,走れ,響け
アメコミのヒーローで、超人といえばハルクですが、キャプテンといえば何 ?,アニメゲーム,バイオレンス,ヘル,アメリカ,ワイヤー,アメリカ
次の文字を並び替えて、漫画のいちジャンルの名前にしたとき、最初にくる文字はどれ ?,アニメゲーム,ゴコ,フ,ブ,メ,フ
2020年発売のゲームで、して「あっ-和森」と呼ばれているのは何 ?,アニメゲーム,あつまれ どうぶつの森,ナムコットコレクション,三國志14,龍が如く7,あつまれ どうぶつの森
次のスーパー戦隊の作品のうち、侍をモナチーフにしているものはとどれ?,アニメゲーム,ゴーカイジャー,ゴーオンジャー,ゴセイジャー,シンケンジャー,シンケンジャー
オリーブという恋人がいる、アメコにさゆのレースンルアル だコたく中7,アニメゲーム,ハルク,スパイダーマン,スーパーマン,ポパイ,ポパイ
!大戦隊ゴーグルファイブ』で、青山三郎が変身するのは次のうちどれ?,アニメゲーム,ゴーグルイエロー,ゴーグルブラック,ゴーグルブルー,ゴーグルレッド,ゴーグルブルー
ゲーム『ルイージマンション』でルイージがおばけ退治のために持つものは何 ?,アニメゲーム,羽風機,火炎放射器,掃除機,冷茂庫,掃除機
NHKアニメ「おじゃる丸」のおじゃる丸の好物は何?   -,アニメゲーム,プリン,ショートケーキ,おはぎ,バナナ,プリン
次のうち、兵庫県を舞台にした漫画はどれ2?,アニメゲーム,仮面天使,家族のそれから,加子,紳戸在住,紳戸在住
巡シンジを主人公とするアニメは円時,アニメゲーム,ご近所物語,ゲゲゲの鬼太郎,新世紀エヴァンゲリオン,バケツでごはん,新世紀エヴァンゲリオン
実写映画化もされた漫画『NANA』の作者は誰 ?,アニメゲーム,いくえみ綾,遊知やよみ,天沢あい,彩化みん,天沢あい
セガが発売した音楽ゲーム『〇COProject DIVA』。〇〇〇に入るのは回角,アニメゲーム,鏡音リン,巡音ルカ,"鏡音
レン",初音ミク,初音ミク
アニメ 『新世紀エヴァンゲリオン』の主題歌『残酷な天使のテーゼ』をののにコム: 閉4,アニメゲーム,奥井雅美,松本梨香,馬渡松子,高橋洋子,松本梨香
「ジャパニメーション」とは、どこJEH EGG4ヨ2 4リcm,アニメゲーム,日本,イギリス,フラフランス,アメリカ,日本
雑誌 『LaLaj に連載されている、時計野はりの漫画 『〇OO〇つべビーシッターズ』  9  〇〇は何 2,アニメゲーム,病院,,"ーー」|
学園",商店,"ーー」|
学園"
『週刊少年マガジン』 連載の鈴木央の漫画のタイトル。 『いくつの大非』 ?,アニメゲーム,七つの大罪,四つの大罪,六つの大罪,五つの大罪,七つの大罪
「闇稼業仕置人』 という副題がある、いわや上晃と山田一文の漫画は回角,アニメゲーム,プリンセスチュチュ,聖導のクエェイサー,シノギゴロシ,デビルマンG,シノギゴロシ
次の文字を並び替えて漫画のタイトルにしたとき、最初にくるのはどれ2?,アニメゲーム,斗,北,の,挙,北
アニメ「サザエさん」でマスオさんの同僚の名前は?,アニメゲーム,ノリスケさん,マグロさん,タマゴさん,アナゴさん,アナゴさん
アニメ映画『天気の子」』で使われた曲『愛にできることはまだあるかい』ぁ歌っているバンドは何 ?,アニメゲーム,Suchmos,back number,RADWIMPS,Kindg Gnu,RADWIMPS
家庭用ゲームで一世を風歴した「マリオシンリーズ」において、マリオのビミのと:Iたす,アニメゲーム,ピーコ,イルーナ,クリオ,ルイージ,ピーコ
ONE PIECEで麦わら海賊団の航海士は誰?,アニメゲーム,ギャンザック,ノジコ,"ナミ
es]
こつ",ルッチ,"ナミ
es]
こつ"
ゲームボーイアドバンス用のゲーム『グレイテストナイン』は、どんな>ポーツのゲーム ?,アニメゲーム,サッカー,バスケットボール,アメリカンフットボール,野球,サッカー
映画 !ファインディング・ニニモ』に登場する二モはどんな魚? 。,アニメゲーム,ホホジロザメ,ハリセンボン,カクレクマノミ,ナンヨウハギ,カクレクマノミ
映画 !火垂るの墓』の舞台となっている国はどこ2,アニメゲーム,ロンア,日本,ドイツ,アメリカ,日本
『週刊ヤマングジャンプ』連載の次の漫画のうち、火星を舞台にしている作品はどれ ?,アニメゲーム,嘘喰い,テラフォーマーズ,リアル,べしゃり暮らし,リアル
「裏方イレブン』という副題がつけられている、能田達規の漫画は何 ?,アニメゲーム,静かなるドン,監察医朝顔,まるごし刑事,サッカーの憂項,サッカーの憂項
主人公・金田一一が活躍するミステリー漫画『金田一つつ〇の事件導』。〇〇〇は何 ?,アニメゲーム,少年,少女,青年,先生,少年
「ゴムゴムの銃乱打」などの技を使う、漫画『ONE PIECE』の登場キャラは何 ?,アニメゲーム,チョッパー,"ナミ
es]
jeコ",ルフィ,ゾロ,ルフィ
アニメ『ドラえもん』で、「ジャイ子」という妹がいるのは誰 ?,アニメゲーム,スネ夫,ジャイアン,のび太,しずか,ジャイアン
セガのゲーム『パンツァードラグーン』で、主人公が乗っている架空の動物は次のうちどれ ?,アニメゲーム,天狗,グリフィン,ユニコーン,ドラゴン,ドラゴン
田中モトユキの漫画『リベロ時命!呈 の中で描かれているスポーツは何 ?,アニメゲーム,バドミントン,バレーボール,ゴルフ,柔道,バレーボール
間画「ワンピース」でソロの髪の色は何色?            -,アニメゲーム,赤,黄,黒,緑,緑
新聞連載の漫画のタイトルで、朝日聞聞の『のの』、読売新聞の『コボ』7の後ろに共通してつく言葉は何?,アニメゲーム,さん,くん,様,ちゃん,ちゃん
「女性版トキワ荘」とも呼ばれる、る性漫画家が集まった借家「大泉サロン」があった都道府県はどこ ?,アニメゲーム,忠岡,大阪,北海道,東京,大阪
戦争を題材としたシューティングゲームで、略称を「BF」というのは『何フィールド』 ?,アニメゲーム,バトル,ブラック,ボール,ベンチ,バトル
"量椅義博の漫画 『HUNTERxHUNTER,掲載されている雑誌は何 ?",アニメゲーム,週刊少年サンデー,週刊少年ジャンプ,週刊少年チャンピオン,週刊少年マガジン,週刊少年ジャンプ
漫画『あたしンち』で、主人公一家の名字は何?,アニメゲーム,サカキ,サクラ,タチバナ,リンドウ,タチバナ
次のうち、映画 『ゲド戦記』で、主人公アレンの声を演じたのは誰 ?,アニメゲーム,坂本昌行,岡田准一,三宅健,長野博,岡田准一
霊能力者の少年・廊倉葉を主人公とする武井宏之の漫画は何 ?,アニメゲーム,ヒカルの基,テニスの王子様,シャーマンキング,りりむキッス,シャーマンキング
野球漫画『ドカベン』の主人公・山田太郎のポジションはどれ?,アニメゲーム,三塁手,外野手,一塁手,捕手,捕手
次のうち、コナミのアーケードゲーム『ハイパーオリンピック』で行われない陸上競技はどれ ?,アニメゲーム,競歩,100m走,やり投げ,走り幅跳び,走り幅跳び
次のうち、スーパーマンが変身する場所はどれ ?,アニメゲーム,公衆トイレ,ビルの屋上,車の中,電話ボックス,電話ボックス
アニメ 1!美少女戦士セーラームーン」のセーラーマーズの決め台詞は「何に代わって折棋よ」 ?,アニメゲーム,火星,金星,木星,水星,火星
次のうち、ルフィやナミなどのキャラクターが登場するゲームはどれ?,アニメゲーム,北斗無双,海賊無双,ゼルダ無双,ガンダム無双,海賊無双
RPGで使われる用語で、「たたかう」「にげける」といった命令のことを何という ?,アニメゲーム,アイテム,ターン,エンカワウント,コマンド,コマンド
"ゆったとりようの】たととKのよう 計らと6)のものもおれのもの」というセリフが登場す
の:たる円4",アニメゲーム,ドラえもん,ルパン三世,ONE PIECE,ちびまる子ちゃん,ドラえもん
人気ゲームシリーズの略称『イナイレ』の「イナ」は何の略 ?,アニメゲーム,イナズマ,イナカ,イナガキ,イナイイナイバー,イナズマ
英語で「母の日」という意味がある、ゲーム『MOTHER』で、主人公カ暮らしている街は何 ?,アニメゲーム,マザーズデイ,ハロウィーン,イースター,サンクスギビング,マザーズデイ
漫画『釣りバカ日誌』に登場する、主人公・ハマちゃんの釣りのパートナーといえば誰 ?,アニメゲーム,マーさん,キーさん,スーさん,ネーさん,ネーさん
磯谷友紀の漫画 『「あかねのハネ』の題材となっているスポーツは何 ?,アニメゲーム,バドミントン,目球,テニス,バレーボール,バドミントン
「アメコミ」といえば、どこの国で描かれた漫画作品の総称 ?,アニメゲーム,イギリス,アメリカ,オーストラリア,カナダ,アメリカ
ディズニー映画『ピノキオ』 の主題歌となり人気を博した曲。『何に願いを』 ?,アニメゲーム,芝に願いを,実に願いを,星に願いを,空に願いを,星に願いを
2016年公開の劇場版『名探偵コナン』のタイトルは何 ?,アニメゲーム,績黒の悪夢,新・のび太の日本誕生,イタリアから来た少年,ガンバと仲間たち,績黒の悪夢
ブリギッテ、ロッテンマイヤー、ペータダーといえば、何というアニメ作品に登場する人物?,アニメゲーム,フランダースの犬,アルプスの少女ハイジ,母をたずねて三千里,あらいぐまラスカル,アルプスの少女ハイジ
次のうち、京都を主な舞台とする漫画はどれ?,アニメゲーム,森のテグ一,古都こと,足利アナーキー,眠れる教室の喪女,古都こと
次のうち、舞台となっている時代がー番古い漫画はどれ?,アニメゲーム,アイドルA,ほくらのカプトン,アオイホノオ,信長協奏曲,信長協奏曲
ピノコという女の子が登場する手塚治虫の漫画は次のうちどれ?,アニメゲーム,火の己,鉄腕アトム,ブラック・ジャック,リボンの騎士,ブラック・ジャック
"人気R
P
Gシリ
『
7/
ア
イナルフ
ファンタジー』のアルファベット2文字の略称は何 ?",アニメゲーム,FL,FG,FP,FF,FL
"ー                               ーー
1つ』に登場する「うさ原」はどんな動物 ?",アニメゲーム,ウサギ,クマ,チーター,オオカミ,ウサギ
ロボットの則巻アラレが起こす務動を描いた鳥山明のギャグ漫画は次のうちとれ?,アニメゲーム,ドラゴンボール,Drスランプ,剣之介さま,PINK,ドラゴンボール
次のディズニーのアニメ映画のうち、アフリカを舞台にしているのはとれ?,アニメゲーム,ライオン・キング,アラジン,リトル・マーメイド,アナと害の女王,ライオン・キング
ゲーム『太鼓の達人』は、次のうちどんなジャンルのゲーム ?,アニメゲーム,音楽ゲーム,パズルゲーム,対戦格闘ゲーム,アドベンチャーゲーム,音楽ゲーム
独裁者ヒトラーが登場する手塚治虫の漫画は『誰に告ぐで』 ?,アニメゲーム,ベニト,ウインストン,ハリー,アドルフ,アドルフ
次のディズニーのアニメ映画のうち、 人間が主人公なのはどれ?,アニメゲーム,アラジン,チキン・リトル,ダイナソー,ライオン・キング,アラジン
次のうち、男性を主人公とする漫画はどれ2?,アニメゲーム,俺物語!!,君に届け,アオハライド,青空エール,俺物語!!
「メタナイト」「テデテ大王」などのキャラクターが登場する、任天堂の2ームシリーズは何 ?,アニメゲーム,メトロイド,ドンキーコング,ゼルダの伝説,星のカービイィ,星のカービイィ
ディズニー映画『ベイマックス』に登場するロボット「ベイマックス」の体の色は何色 ?,アニメゲーム,黒色,緑色,白色,赤色,緑色
ゲーム『星のカービィ』で、食べると炎を出すことができる食べ物は回角,アニメゲーム,カレー,トマト,キャンディ 一,さつまいも,さつまいも
次のうち、「ワカメ」という妹がいとの】たと:    -,アニメゲーム,ドラえもん,カツオ,コボちゃん,クレヨンしんちゃん,カツオ
漫画『信長のシェフ』。このタイトルとなっている人物、信長の名字は回角,アニメゲーム,豊臣,織田,今川,値川,織田
漫画『ブラックジャックによろしく』の主人公、斉藤英二郎の職業は回角,アニメゲーム,弁護士,研修医,教師,漫画家,弁護士
"*ム     N     ー
手塚治虫の漫画に登場する次のキ ヤラクターのうち、 「ウラン」 という妹がいるのは誰 ?",アニメゲーム,レオ,サファイア,ブラック・ジャック,アトム,アトム
次のうち、ゲーム 『マリオゴルフワールドツアー』に登場しないキャラクターはとれ?,アニメゲーム,ルイージ,ピカチュウ,キノピオ,テレサ,ピカチュウ
次のうち、日本以外の国で制作されたRPGはどれ ?2              「,アニメゲーム,桃太郎伝説,ゼルダの伝説,ウィザードリイィ,ドラゴンクエスト,ウィザードリイィ
かつて大ブームを巻き起こした「キン消し」とは、どんな漫画のキャラをかたどった消しゴム 2?,アニメゲーム,キングダム,キン肉マン,金色のコルダ,"ん =        注意報
4ご",キン肉マン
映画『名探偵コナン 純黒の悪受』。 「悪夢」は何と読む ?,アニメゲーム,スナイパー,ロスト・シップ,プライベート・アイ,ナイトメア,ナイトメア
特撮番組『仮面ライダー』で、ライダーが変身ベルトをつけている体の部分はどこ?,アニメゲーム,詐,腰,腕,耳,腰
漫画『月下の棋士』の題材となっているのは次のうちどれ2?2,アニメゲーム,チェス,将棋,ポーカー,麻雀,将棋
次のうち、「生物災害」という意味があるゲームシリーズはどれ ?,アニメゲーム,パラサイト・イヴ,バイオハザード,サイレントヒル,クロックタワー,バイオハザード
「大リーグボール」という変化球が登場するスポ根漫画は何 ?,アニメゲーム,巨人の量,ドカベン,アストロ球団,侍ジャイアンツ,巨人の量
アニメ「クレヨンしんちゃん」。母親の名前は?       」,アニメゲーム,ひさえ,ひろし,ひまわり,"みさえ
え","みさえ
え"
アニメ「アンパンマン」で、メロンパンナちゃんとロールパンナちゃんのELSE,アニメゲーム,徒兄弟,親友,姉妹,ご近所さん,親友
石化現象が起こった後の世界を舞台にした、稲垣理一郎とBoichiの漫画は回角,アニメゲーム,ゆらぎ壮の幽奈さん,僕のヒーローアカデミア,DrSTONE,ONE PIECE,DrSTONE
アドベンチャーゲーム「『伊勢志摩ミスフテリー案内 偽りの黒真珠」の舞台は回紀昧,アニメゲーム,愛知県,滋賀県,三重県,奈良県,愛知県
「鹿高競技ダンス部へようこそ』という副題つけられた、横田卓馬の漫画は何 ?,アニメゲーム,背すじをピン ! と,食温のソーマ,ハイキュー!!,磯部磯兵衛物語,背すじをピン ! と
中村光の漫画『聖即おにいさん』。この「聖」の読み方は次のうちどれ?,アニメゲーム,ホワイト,ホーリー,アーメン,セイント,セイント
ゲーム 『桃太郎電鉄』シリーズで、「急行カード」 を使うと何を2つ使うことができる?,アニメゲーム,コントローラー,鬼,お金,サイコロ,鬼
次のうち、反戦を題材にした漫画はどれ?          ー,アニメゲーム,マジンガーZ,はだしのゲン,プレイボール,包丁人味牌,はだしのゲン
漫画『ドラゴンボール』の主人公、悟空。彼の名字は何?,アニメゲーム,係,党,大,珍,係
「お前はもう死んでいる」。このセリフが流行語になった漫画は何 ?,アニメゲーム,キン肉マン,ドラゴンボール,キャプテン介,北斗の人挙,キン肉マン
南葛小学校に転校してきた大空細を主人公とした、高橋陽一の漫画作品のタイトルは何 ?,アニメゲーム,キャプテン代,翔の伝説,エース!,CHIBI,キャプテン代
コナミのゲーム『けっきよょよく南極大冒険』。 主人公の動物は何 ?,アニメゲーム,アホウドリ,ウミネコ,カモノハンシ,ペンギン,ペンギン
次の『ファイナルファンタジー』シリーズのアイテムのうち、HP回復量が最も低いのはどれ?,アニメゲーム,ポーション,エリクサー,ハイポーション,エクスポーション,ポーション
アニメ『ゲゲゲの鬼太郎』で、鬼太郎が針のように飛ばして武器にすとの)】とちゆひまっす< 62,アニメゲーム,泌,前歯,爪,胡の毛,胡の毛
ゲーム『ゼルダの伝説』シリーズのサブタイトル『時の〇OO』 。 〇〇つつは何 ?,アニメゲーム,仮面,オカリナ,タクト,ほうし,オカリナ
次の落ち物パズルゲームのうち、海を舞台にした作品はどれ?,アニメゲーム,ワリオの森,Drマリオ,ルミネス,アクアラッシュ,アクアラッシュ
ゲーム『イナズマイレブン3』で同時発売された2つのバージョンは、「『ボンバー』と何?,アニメゲーム,スプーク,スペーク,スパーク,スピーク,スプーク
横山光輝の漫画を原作としたロボットアニメのタイトルは『鉄人何号』 ?,アニメゲーム,2/,25,26,28,28
漫画!名探偵コナン』で、コナンがいつもつけているネクタイは次のうちとれ?,アニメゲーム,曰ネクタイ,クロスタイ,蝶ネクタイ,アスコットタイ,アスコットタイ
ゲーム『スーパーマリオRPG』で、ケロケロ湖に住む仙人の名前は何仙人 ?,アニメゲーム,イタチ仙人,カエル仙人,トカゲ仙人,オウム仙人,カエル仙人
次のうち、大阪が舞台となっている淫男はどれ ?,アニメゲーム,湾岸ミッドナイト,TOKYOブローカー,ナニワトモアレ,新宿スワン,ナニワトモアレ
次のうち、細田守が監督を務めたアニメ映画ではないものはどれ2?2,アニメゲーム,時をかける少女,サマーウォーズ,となりのトトロ,バケモノの子,となりのトトロ
伊藤潤二が描いた漫画『人間和失格』の原作者である作家は誰2,アニメゲーム,織田作之助,川端康成,太宰冶,夏目激石,太宰冶
『双子の騎士』」という続編も発表されている、手塚治虫の漫画は何 ?,アニメゲーム,鉄腕アトム,ジャングル大帝,リボンの騎士,ブラック・ジャック,リボンの騎士
ニンテンドーDSで発売された様々な知能テストやクイズを解くゲームは「何あたま塾』 2,アニメゲーム,で く よ か,ほかほか,おおらか,やわらか,やわらか
次のうち、RPG『ドラゴンクエスト』シリーズに登場しない乗り物はとれ?,アニメゲーム,船,気球,宇宙船,馬車,船
漫画 !犬夜叉』」で、ヒロインのかごめが現代と戦国時代を行き来するとさに使っていた場所はどこ?,アニメゲーム,トンネル,体育倉庫,押入れ,井戸,井戸
セガが発売していた、クレーンゲーム機の名前は『何キャッチャー』 ?,アニメゲーム,ドラゴン,UFO,トイ,シャトル,トイ
アニメ映画『アナと雪の女王」』に登場するキャラクター、オラフは次のうちとれ?,アニメゲーム,塞うさぎ,スキー板,そり,寄だるま,寄だるま
次のうち、清沢直樹の漫画のタイトルはどれ?,アニメゲーム,20世紀壮年,20世紀青年,20世紀少年,20世紀中年,20世紀少年
ゲーム 『!龍が如く5』のサブタイトルは『何、叶えし者』 ?,アニメゲーム,未来,希望,"にーー
ジン""","we
り訳","にーー
ジン"""
久保帯人の漫画 『BLEACH』の主人公の名前は何一護 ?   -,アニメゲーム,,黒崎,青崎,日崎,黒崎
ファミコンゲーム 『妨者ハットリくん』。 その副題は「妨者は何でござとざと=当男時,アニメゲーム,根性,努力,修行,計算,根性
『週刊少年マガジン』。 発売されるのは週に何回2,アニメゲーム,4回,3回,1回,2回,1回
アメフト漫画『アイシールド21』の主人公の名前は何 ?,アニメゲーム,両津勘吉,斉木楠雄,坂田銀時,小早川瀬那,小早川瀬那
元気いっぱいな小学4年生の女の子の】月IEとあきにリネ(RY/コ山まゆみのギャグ温画は何 ?,アニメゲーム,ほたてちゃん,しじみちゃん,あさりちゃん,はまぐりちゃん,あさりちゃん
アニメ『ごはんかいじゅうパップ1に登場する、高知県土佐の郷土おかすずかいじゅうは何 ?,アニメゲーム,ミトナットーン,ゴーヤチャンプルン,ギョウザーン,カツオタタキーン,カツオタタキーン
「十円安」のあだ名を持つ少年・則安を主人公とするアニメは『はれとさどとさきさ〇の〇O〇O』 。 のの〇は ?,アニメゲーム,うま,とら,うし,ぶた,うま
次のうち、漫画 『花より男子』に登場する大金持ちの男性グループはどれ?,アニメゲーム,F1,F2,F4,F3,F2
特撮ドラマ『秘密戦隊コレンジャー』に登場する次の乗り物のうち、戦車はどれ ?,アニメゲーム,バリキキューン,バリドリーン,バリブルーン,バリタンク,バリブルーン
アニメ『ドラえもん』に登場する次の道具のうち、食べて使うものはどれ?,アニメゲーム,かくれマント,石ころほうし,音楽イモ,おもちゃの兵隊,音楽イモ
次の漢字を並べ替えて漫画のタイトルにしたとき、最初にくるものはどれ?,アニメゲーム,宙,宇,喝,冗,宇
漫画『めぞん一刻』の舞台となる「一刻館」とは何の名前 ?,アニメゲーム,アパート,小劇場,図書館,,アパート
白井カイウと出水ぼすかの漫画『約のネバーランド』が掲載されていた間誌は何?,アニメゲーム,週刊少年ジャンプ,週刊少年サンデー,週刊少年マガジン,週刊少年チャンピオン,週刊少年ジャンプ
遠山えまの漫画 『ひやくえん! 』のヨ人公のひとり、 鈴木円の「円」は何と読む ?,アニメゲーム,すみか,よしか,まどか,あさか,まどか
アニメ『ムーミン』の中ではギターを演奏する、旅人のキャラクターのと2たる円4,アニメゲーム,スノーク,スナフキン,ヘムレン,ミムラ,スナフキン
2020年放送の特撮番組『魔進戦際キ:メイジャー』のメンバーで、女性はカのうちどれ?,アニメゲーム,キラメイレッド,キラメイイエロー,キラメイブルー,キラメイピンク,キラメイピンク
漫画!メスよ輝け!! の舞台となっているのは次のうちどれ?,アニメゲーム,病院,市役所,レストラン,水族館,病院
漫画 『!キテレツ大百科』に登場するヒロインの女の子の名前は何 ?,アニメゲーム,いよちゃん,みよちゃん,さよちゃん,りよちゃん,みよちゃん
漫画『おそ松くん』に登場する松野家の子どもたちは、次のうちどれ2?,アニメゲーム,三つ子,五つ子,四つ子,バブつ子,バブつ子
次のうち、漫画家を主人公とする作品はどれ2?2,アニメゲーム,あやかし継選,ナツメキッ!|,ハチミツにはつこい,マンガのお仕事!!,マンガのお仕事!!
東京都立川市に暮らすイエスとブッダの姿を描いた、中村光の漫画は回角,アニメゲーム,少年ノート,ドーナツ父さん,財広おにいさん,"っ
変ゼミ
jn",財広おにいさん
アニメ『アルプスの少女ハイジ』で、体が弱く、車椅子で生活する少にるのと9:たる円有,アニメゲーム,ブリギッテ,チネッテ,アトリ,クララ,アトリ
『秘密戦際ゴレンジャー』のメンバーで、カレーが大好物なのは何レンジャー?,アニメゲーム,アカレンジャー,アオレンジャー,モモレンジャー,キレンジャー,キレンジャー
漫画『天才バカボン』に登場する、バカボンの弟の名前は何ちゃん ?,アニメゲーム,シゲルちゃん,マコトちゃん,タカシちゃん,ハジメちゃん,ハジメちゃん
漫画『みかん・絵日記』の作者・安?子三和の「安孫子」は何と読む 2,アニメゲーム,あびこ,あしこ,あせお,あがこ,あびこ
「土星」という意味の名前がつけられた、かつてセガから発売されたゲームハードは何 2,アニメゲーム,セガサターン,メガドライブ,マスターシステム,ドリームキャスト,セガサターン
RPG『ファイナルファンタジー』シリーズのスピンオフであるレースゲームは 『何レーシング』 ?,アニメゲーム,チョコボ,モーグリ,トンベリ,サポテンダー,チョコボ
次のアニメ 『名探偵コナン』 の劇場版作品のうち、サッカーを題材にしたものはとれ?,アニメゲーム,11人目のストライカー,沈黙の15分,天空の難破船,絶海の探偵,11人目のストライカー
次のスタジオジブリの作品のうち、舞台となっている時代が一番古いものはとれ?,アニメゲーム,在成提合戦ぼんぼこ,思い出のマーニー,かぐや姫の物語,コクリコ坂から,かぐや姫の物語
アニメ 『美少女戦士セーラームーン』の主題歌だった曲のタイトルは「何伝説』 ?,アニメゲーム,ムーンストーン伝説,ムーンライト伝説,ハネムーン伝説,ハーフムーン伝説,ムーンライト伝説
漫画『うる星やつら』 の作者は誰 ?,アニメゲーム,高橋留美子,起内直子,さくらももこ,秋尾望都,高橋留美子
漫画 !タッチ』のヒロインである女子高生の名前は何 ?,アニメゲーム,浅倉南,若松みゆき,岸本かすみ,中尾百合,浅倉南
次のうち、ゲーム 『アイスクライマー』でプレーヤーが持つ武器はどれ?,アニメゲーム,ナイフ,チェーン,ハンマー,オノ,ハンマー
老舗茶屋の娘・伊井田鈴を主人公とする、青木辛子の漫画は何 ?,アニメゲーム,チーズの時間,余柱倶楽部,ダボシャツの天,サギ師一下,余柱倶楽部
IEゴムた:-】E較MO)⑳!@え/朋:計〇つつ〇〇は何 ?     ーー,アニメゲーム,おふ た り,さんにん,よんにん,おひとり,おひとり
アニメ 『妖怪ウォッチ』のエンテディング曲だった『ようかい体操第一』を歌ったグループは何 ?,アニメゲーム,Dream5,Dream2,Dream4,Dream3,Dream5
次のうち、実際にあった『ウルトラマン』シリーズの作品はどれ ?,アニメゲーム,ウルトラテン,ウルトラセブン,ウルトラナイン,ウルトラエイト,ウルトラセブン
漫画雑誌『週刊少年マガジン』が創刊したのは西暦何年 ?   -,アニメゲーム,1759年,1959年,1659年,1859年,1959年
次のうち、ゲーム 『モンスターハンター』シリーズの略称はどれ2?,アニメゲーム,ウイイレ,ダビスタ,モンハン,ドラクエ,モンハン
次のうち、RPG『ドラゴンクエスト』シリーズのサブタイトルではないのはどれ?,アニメゲーム,々のトライフォース,星空の守り人,そして伝説へ..,導かれし者たち,々のトライフォース
水島新司の漫画 『ドカベン』 に登場する通天閣高校があるのはどこ 2?,アニメゲーム,沖縄,北海道,大阪,東京,大阪
昔のアニメ制作によく使われていた、絵が描かれていた透明なシートを何という ?,アニメゲーム,ハル,ビル,セル,モル,セル
次の浦沢直樹の漫画のうち、タイトルに主人公の名前が使われている作ロロはとれ?,アニメゲーム,Happy!,YAWARAI,MONSTER,20世紀少年,YAWARAI
しけげの秀一の漫画『頭文字D』で、主人公たちはどんな乗り物で速さを如い合う ?,アニメゲーム,船,自動車,,飛行機,自動車
母を探し旅をするマルコを主人公とするアニメといえば、「母をたずねて何」 ?,アニメゲーム,五千里,四千里,作十里,三千里,三千里
水島新避のマンガ『ドカベン』で、ドカベンと呼ばれる主人公の名前は回角,アニメゲーム,sp礎太郎,山田太郎,田中太郎,渡辺太郎,山田太郎
次のうち、御坊茶魔を主人公とする小林よしのりの漫画はどれ?,アニメゲーム,おぼっちゃまくん,世紀末研究所,東大一直線,厳格に訓け!,おぼっちゃまくん
ジブリ映画『千と千尋の紳隠し』で、千導の両親が変えられてしまった動物は何 ?,アニメゲーム,牛,豚,,半,豚
次のうち、下を主人公とするアニメはどれ2?,アニメゲーム,おおかみかくし,デュラララ!!,ケシカスくん,ちーすい丸,ちーすい丸
次の中で有藤子不二雄の作品でないものは?,アニメゲーム,エスパー腐美,怪物くん,プロゴルファー猿,クレヨンしんちゃん,クレヨンしんちゃん
「名探偵コナン』の劇場版のタイトル『天国への〇〇O〇』 。 の〇〇〇は回角,アニメゲーム,向日葵,ストライカー,カウントダウン,,カウントダウン
ドラえもんの好きな食べ物は?,アニメゲーム,たいやき,大別焼き,どらやき,おやき,どらやき
ゲーム 『スーパーマリオブラザーズ』の最終面は「何の4」 ?,アニメゲーム,Sの4,8の4,7の4,6の4,8の4
ゲーム 逆転哉列』の主人公・成歩堂龍一の職業は何 ?,アニメゲーム,スタントマン,弁護士,作家,政治家,弁護士
漫画家が使う、様々な模様などが印刷されたシール状の画材といえば回角,アニメゲーム,パターントーン,シートトーン,キャンバストーン,スクリーントーン,スクリーントーン
アニメ 『爆転シュート ベイブレード』の「ベイブレード」とはどんな玩具 ?,アニメゲーム,ベーゴマ,けん玉,牧子板,ヨーヨー,ベーゴマ
植田まさしの漫画『コボちゃん』の主人公コボちゃんは次のうちどれ?,アニメゲーム,大学生,高校生,小学生,中学生,小学生
