Q,Category,K1,K2,K3,K4,A
「ラッスンゴレライ」のネタ中に登場するフレーズ「スパイダーフラッシュ〇の〇の〇」 。 の〇の〇は何 ?,芸能,ボーリングサンダー,ローリングサンダー,ヒーリングサンダー,カーリングサンダー,ローリングサンダー
NHK大河ドラマ『〇と雲と虹と』『琉球の〇』『〇林火山』 の〇に共通する漢字1文字は何 ?,芸能,嵐,肥,風,"NN|
ド 且",風
免罪で投獄された主人公・アンティを描いた、スティーブン・キングの小説を原作とする映画は何 ?,芸能,ショーシャンクの海に,ショーシャンクの空に,ショーシャンクの人に,ショーシャンクの陸に,ショーシャンクの空に
「そんなの関係ねを」や「オッパッピー」などのネタでおなじみのおま活い芸人は誰 ?,芸能,狩野央孝,スギちゃん,猫ひろし,小島よしお,小島よしお
TBSの時代劇ドラマ『水戸黄門』で舞台となっている時代は何時代 ?,芸能,鍵昼時代,在安時代,室町時代,江戸時代,江戸時代
音楽デュオ・WaTのメンバーだった(のは、小池徹邊と誰 ?,芸能,永山瑛太,三浦翔在,DAIGO,ウエンツ瑛士,ウエンツ瑛士
「歌うたいのバラッド』や !やさしくなりたい』などのヒット曲がある歌手は誰 ?,芸能,遊助,清水翔太,斉膝和義,木山裕策,斉膝和義
お笑いコンビ・とんねるずのメンバーといえはばは、和石橋中明と誰 ?,芸能,竹山隆男,,三村マサカズ,木梨憲武,木梨憲武
工場に招待された5人の子供たちを描く、ジョニー・デップ主演の映画は『チャーリーと何工場』 ?,芸能,チヨョコレート,ビスケット,キャンディ 一,アイスクリーム,チヨョコレート
上野樹里がヒロインの野田恵を演じた、クラシック音楽をテーマとするフジテレビのドラマは何 ?,芸能,のだめカンタービレ,鍵のかかった部屋,プロポーズ大作戦,不機嫌なジーン,のだめカンタービレ
ヤン・デ・ボン監督の映画 『ツイスター』に描かれている自然災害は回角,芸能,童巻,火山の噴火,随石衝突,地球の奏冷化,童巻
お笑いコンビ、メイプル超合金のメンバーといえば、安藤なつと誰?,芸能,カズビーム,カズミサイル,カズレーザー,カズトマホーク,カズレーザー
池井戸潤の小説を原作とする、唐沢寿明主演のドラマ『〇O〇OO〇・ゲーム』。〇の〇〇に入る言葉は何?,芸能,ワンントン,ルーズヴェルト,ケネディ,リンカーン,ルーズヴェルト
大星日に起きた奇跡を描いた三谷幸喜監督の映画『THE 〇〇〇ホテル』。〇〇〇に入る言葉は何 ?,芸能,土壇場,有]買天,,無表情,有]買天
正月恒例の特別番組『芸能人格付けチェック』内における、最も低い格付けは何 ?,芸能,そっくりさん,映す価値なし,一流芸能人,導通芸能人,映す価値なし
かつての番組『進め! 電波少年』で、猿岩石らお笑いコンビが海外でずんeiSEIたのjpまっすず2 記2,芸能,ヒッチハイク,ウルトラマラソン,ハイジャック,〇Xクイズ,ヒッチハイク
地味なOLの青石花笑を描いたドラマ『きょうは〇〇休みます。』。〇〇は何 ?,芸能,会杜,練加,勉強,学校,会杜
次のうち、歌手・イルカの代表曲はどれ?,芸能,なごり時,"aeN  選
なご り 害",なごり雨,なごり害,なごり害
音楽で、歌唱や楽器演奏を一人で行うことを何という3?,芸能,カロ,モロ,トロ,ソロ,ソロ
ジャズが生まれたニューオーリンズは、どこの国の都市 2,芸能,ロンア,エジプト,アメリカ,スペイン,アメリカ
次の医療ドラマのうち、海外で制作されたのはどれ ?      「,芸能,JIN一仁一,ER緊急救命室,Dr コトー診療所,白い蝶塔,ER緊急救命室
「映画の都」と呼ばれるハリウッドは、どこの国にある ?,芸能,フフランス,アメリカ,イギリス,オーストラリア,アメリカ
数多くの交響曲を残し、「交響曲の父」と称されるオーストリアの作曲さち: 痢4,芸能,ピッカドン,サイドン,ギュウドン,ハイドン,ハイドン
ドラマ 『白い巨塔』の主人公・財前五郎の職業は何2?_,芸能,"建築
築家",パチプロ,医者,クリーニング屋,医者
離島で働く主人公の医師を吉岡秀隆が演じた、フジテレビの連続ドラマは何 ?,芸能,Drサトー診療所,Drイトー診療所,Dr コトー診療所,Drカトー診療所,Dr コトー診療所
日本テレビの番組『笑ってコラえて!の名物コーナーといえば     -「日本列島 何の旅』 ?,芸能,ビリヤード,カラオケ,ダーツ,ボウリング,ダーツ
韓流ドラマ『冬のソナタ』で主演した、「ヨン様」の愛称で知られる韓国人俳優は誰 ?,芸能,パク・ヨンハ,ペ・ヨンジュン,ヨン・ジョンフン,ソ・ドヨン,ペ・ヨンジュン
歌舞伎『勧進帳』で、白紙の巻物を勧進帳と見せかけて読み上げる、源義経の家来は誰 ?,芸能,武蔵坊弁鹿,十兵衛坊快鹿,ト伝坊温鹿,小次郎坊運慶,武蔵坊弁鹿
日本でも人気の「KPOP」といえば、どこの国のポピュラー音楽 ?,芸能,韓国,コスタリカ,カナダ,クウェート,韓国
女優の吹石一恵を妻に持つ歌手・俳優は誰 ?               ー,芸能,西島秀俊,江口洋介,斑山雅冶,山本耕史,斑山雅冶
『ライオンのごきげんよう』で、話すテーマはどのようにして決める ?,芸能,前の人が指定する,ルーレットで決める,サイコロを振る,ダーツを投げる,サイコロを振る
俳優・松坂桃李の「桃李」は何と読む 2,芸能,まささ,とおる,ももさ,とおり,とおり
NHKの番組『INHKのど自慢』で番組:場者が競うのは次のうちどれ2?,芸能,歌の上手さ,声の大きさ,自の長さ,食べる早さ,歌の上手さ
NHK総合で下日夜9時から放送されてルンチ〇〇〇』 。 の〇〇は何 ?,芸能,9,8,11,10,9
村本大輔と中川パラダイスから成る、吉本興業のお笑いコンビは〇で)〇ラッシュアワー。〇〇〇は ?,芸能,イーマン,ウーマン,アーマン,エーマン,ウーマン
映画『紳様のカルテ』で、嵐の櫻井翔が演じた主人公・栗原一止の職業は何 ?,芸能,行政書士,弁護士,科学者,医師,医師
1914年、宝塚歌劇の第1回公演で上演された『ドンブラコ』は、何という昔話を題材としたもの?,芸能,浦島太郎,かぐや姫,金太郎,桃太郎,桃太郎
モデル・タレントの 「道端三姉妹」といえば、カレン、ジェシカと誰?,芸能,キーラ,エリザベス,マリア,アンジェリカ,アンジェリカ
遊園地のようなセットが人気を博したTBSの番組は 『関口宏の東京CX〇つ』。 のつの〇に入るのは ?,芸能,ブラザーパーク,ラバーズパーク,ファミリーパーク,フレンドパーク,フレンドパーク
テレビ番組 『お坊さんバラエティ CX〇つ』。〇〇OO〇は何 ?,芸能,Qさま!!,ぶっちゃけ寺,しくじり先生,TVタックル,ぶっちゃけ寺
次のうち、ギャグなどがうけなかったことを意味する言葉はどれ2?,芸能,すべる,しなる,あげる,たべる,すべる
次のテレビ局のうち、いわゆる「月9ドラマ」を放送しているのはどれ?,芸能,日本テレビ,NHK,テレビ朝日,フジテレビ,フジテレビ
観月ありさ演じる、正義感の強い専2 コレョレビのドラマは何 ?,芸能,山本さん,佐々木さん,高橋さん,斉藤さん,斉藤さん
女優・剛力彩芽の「彩芽」は何と読む 2,芸能,あやこ,あやさ,あやめ,あやか,あやめ
漫才コンビで、オール巨人の相方は誰 ?,芸能,オール広島,オール中日,オール横浜,オール阪利,オール阪利
"『「ワシントン・ポスト』や「『星条旗よ永遠なれ』の作曲者・スーザはどこの
国の音楽家 ?",芸能,カナダ,アメリカ,オーストラリア,イギリス,アメリカ
お笑いコンビ・どぶろっくの歌ネタの歌い出し「〇O〇〇だけど」。〇〇のつつは何 ?,芸能,あるいは,ひょっとして,かもしれない,もしかして,もしかして
のjpまっ8時 pk=』70ウとっもう1ひ】たすずれ 2?,芸能,シャーク,シャープ,シャーレ,シャーシ,シャープ
ドラマ「『素敵な選TAXI』で、竹野内豊が演じる主人公が運転するタクシーの特徴は次のうちどれ?,芸能,絶対安全,過去へ行ける,ドリンク付き,料金無料,過去へ行ける
『少女Aj』 や『スローモーション』などのヒット曲で知られる歌手は上:壮4,芸能,小森明楽,特森明楽,大森明楽,中森明楽,中森明楽
-。 ドイツ民謡を元にした唱歌 『〇OOのがっしょう』。〇〇〇は何 ?,芸能,すずむし,かえる,せみ,はと,かえる
ハジメとバービーからなるお笑いコンビは何 ?,芸能,メイプル超合金,南海キャンディーズ,かつみ@eさゆり,フォーリンラブ,フォーリンラブ
NHK総合で毎日朝に放送されている番組『NHK NEWSOOつOO〇日本』。 て,芸能,さよなら,おやすみ,こんばんは,おはよう,おはよう
エルモやクッキーモンスターといったキャラクターが登場する、アメリカの教育番組は何 ?,芸能,ビーンストリート,コーンストリート,ライスストリート,セサミストリート,セサミストリート
バラエティ番組『水曜どうでしょう』を制作しているテレビ局はどご2,芸能,和歌山テレビ放送,鹿児島テレビ放送,紳奈川テレビ放送,北海道テレビ放送,北海道テレビ放送
俳優の徹篤、タレントの栄子、作家の本寺ゴES:まことにゴた円,芸能,黒木,今井,小池,川口,小池
次のうち、トロンボーンなどが含まれる和楽問の種類はどれ ?,芸能,鍵艦楽器,弦楽器,"金官楽
FT","木営楽
符","金官楽
FT"
テレビ東京の番組 『!ワールドビジネスサテライト』」のアルファベット3に72たる円2,芸能,WBS,WBA,WCS,WCA,WBS
朝日放送の番組『〇〇! ナイトスクープ』の〇〇は何 ?,芸能,刑事,探偵,記者,作家,探偵
次のうち、宝塚歌劇団の5つの組に存在しないのはどれ?,芸能,害組,花組,雲組,月組,雲組
映画館で設定されている「レディーステデー」で、料金が割引されるのはとんな人 ?,芸能,お年寄り,子供,女性,学生,女性
「ウーマン」と略されるお笑いコンビ、ウーマン〇OO〇。 〇OO〇OO〇は何 ?,芸能,ビジネスアワー,ハッピーアワー,ラッシュアワー,ゴールデンアワー,ラッシュアワー
音楽用語で、複数の人や複数の楽器が同じ旋律を奏でることを何という?,芸能,ソロ,ユニゾン,アカペラ,アンダンテ,ユニゾン
独特すぎる絵を描くことから名付けられた、はいだしょうこの異名は、のひjpまっず< 4,芸能,尋客,画伯,画工,巨匠,画伯
『リルラリルハ』や「『Butterfly』などのヒット曲がある歌手は誰 ?,芸能,アンジェラ・アキ,木村カエラ,中島美嘉,島谷ひとみ,木村カエラ
「ごはんは残さず食べましょう」というブログがある、大食いで有名なに4ビ名ミヒンPんた中: 拓4,芸能,ギャル山根,ギャル肖根,ギャル木山,ギャル木曽,ギャル肖根
次のうち、 日本の大手有料音楽配信サイトはどれ2?2  ーー,芸能,メロチョク,レコチョンク,オトチョク,キキチョク,レコチョンク
ボケの符子卓郎とツッコミの福田糧からなる、栃木弁での漫才で有名なお笑いコンビは何 ?,芸能,V字工事,U字工事,S字工事,T字工事,U字工事
ベルク、シェーンベルクといえばどこの国の作曲家 2,芸能,中国,エジプト,オーストリア,インド,オーストリア
竹田敏浩、山本進悟、山田勝己らが挑戦者として有名な、TBSの特別番組は何 ?,芸能,YOSAKU,SASUKE,KOGORO,IEMON,SASUKE
タレントのファーストサマーウイカ7の出身都道府県はどこ ?,芸能,北海首,大阪府,沖縄県,碧奈川県,大阪府
曲で知られる、懐かしのフォークグループの名前は何 ?,芸能,しらゆき姫,かぐや姫,おやゆび姫,いばら姫,かぐや姫
タレントの最上もががかつて所属していたアイドルグループは何 ?,芸能,でんば組.inc,AKB48,ももいろるクローバーZ,BISH,でんば組.inc
タレントのMEGUMIの夫である、ロックバンド・Draqgon Ashのボーカルは上:壮4,芸能,河村隆一,鬼龍院翔,西川貴教,降谷建志,降谷建志
次のうち、ドラマ『デスノート』で主人公・夜利月が名乗る名前はどれ?,芸能,キラ,カラ,サラ,ハラ,キラ
ドラマ『素敵な選TAXI』 や『かもしれない女優たち』の脚本を手がけたお笑い芸人は誰 ?,芸能,ジャリズム,バカリズム,エアリズム,コアリズム,バカリズム
テレビ放送などで画面に「LIVE」と表示されているとき、普通、次のう25に信じる:肝っ玉。,芸能,生放送,CM中,放送中,最終回,生放送
ブロードウェー・ミュージカル『シカゴ』 に主演した日本人女優は誰?,芸能,国仲涼子,"米倉涼
涼子",広未涼子,篠原涼子,"米倉涼
涼子"
俳優の藤原、歌手の石井、KATTUNの上田に共通する名前は何 ?,芸能,童也,和志,拓也,哲也,童也
NHKの番組『ブラタモリ』は、タモリが、次のうち何をする番組 ?,芸能,料理をする,ドライブをする,スポーツをする,散歩をする,散歩をする
ソロ歌手として『たしかなこと」なの区GEうし:ルレショロン 凍らこくのリーダーは誰 ?,芸能,山下達郎,小田和正,桑田佳策,吉田拓郎,小田和正
『カルマ』 『天体観測』などの曲で知られるバンドは「BUMP OF CO〇つ」。の〇〇は ?,芸能,PORK,CHICKEN,MUTTON,BEEF,CHICKEN
ロックバンド・X JAPANのドラマーとして知られる音楽家は誰 ?,芸能,DAIGO,TAKAHIRO,TERU,YOSHIKI,YOSHIKI
サバンナの高橋、元プロ野球選手の長嶋に共通する名前は何 ?  「,芸能,央雄,達雄,成雄,義雄,成雄
「愛想尺かし」ともいう、歌舞伎で赤仲の男女がやむをえずに別れる場面を何という?,芸能,縁日,緑結,緑切,縁側,緑切
ヒット曲。植村花茶の『トイレの〇)〇①つ』 と広瀬香美の『ロマンスの〇)〇つ〇』の〇〇〇は何 ?,芸能,紳様,人間,天使,悪魔,紳様
AAAや三代目J Soul Brothersなどが所属する音楽レーベルを展開する会往は何?,芸能,シイベックス,ビイベックス,エイベックス,デイベックス,エイベックス
リルーズヴェルト・ゲーム』や『生沢直樹』を放送したTBSのドラマ枠OO劇場』。 の〇は何 ?,芸能,月雌,火曜,日具,水曜,日具
和田アキ子がMCを務めるTBSのバラエティ番組『アッコに〇OO〇OO〇』。〇(つうは何 ?,芸能,でまかせ !,おまたせ !,おどかせ !,おまかせ !,おまかせ !
映画『シャークネード』 『ディープ・ブルー』『ジョーズ』で、人々を襲う生き物は何 ?,芸能,ティラノサウルス,ライオン,サメ,アナコンダ,サメ
ヒット曲『〇の日の1993』『〇が来た!』『〇祭り』 の〇に共通する季症は何 ?,芸能,冬,春,夏,秋,夏
アカデミー加を受賞した人に与えられる、男性をかたどった像を何という?,芸能,グラミー像,オスカー像,ヒューゴー像,エミー像,オスカー像
歌手・山口百恵の夫である俳優は誰 ?,芸能,船越身一郎,中井貴一,渡辺謙,三浦友和,三浦友和
アメリカのドラマ『プリズン・ブレイク』で、主な舞台となっている場所はどこ?,芸能,病院,農家,港,刑務所,刑務所
お笑いコンビ、オードリーの2人が、高校時代に部活でやっていたスポーッは何 ?,芸能,アメリカンフットボール,野球,サッカー,バスケットボール,アメリカンフットボール
「1、2、3、ダアァー!」というアントニオ釘木のモノマネでおなじみのお疾い芸人は誰 ?,芸能,春一番,秋一番,夏一番,冬一番,春一番
アイドルグループ・樺坂46の「酔」に何と読む ?,芸能,けやきさ,すみれ,つつじ,ひのき,けやきさ
TBS系列放送のドラマ『恋はつづくよどこまでも』で、ヒロインの佐倉七津を演じた女優は誰 ?,芸能,今田美桜,吉岡里帆,清野楽名,上日石萌音,上日石萌音
「バード」という愛称でも呼ばれてしいるフリーアナウンサーは誰 ?,芸能,和鳥慎一,宮根誠司,古谷伊知郎,安東弘樹,和鳥慎一
バラエティ番組にも多く出演する清昌信也は、どんな楽器の演奏家 ?,芸能,ビピアノ,ドラム,フルート,バイオリン,ビピアノ
唱歌『茶摘』」の歌いだしは「夏も近づく〇O〇OO〇」。〇〇〇に入る言葉は回角,芸能,八十八夜,二百十日,七夕,七五三,八十八夜
ドラマ 『女王の教室』や『14歳の母』に出演した女優は誰 ?,芸能,志田いつか,志田今,志田過去,志田未来,志田未来
上戸彩や武井交のデビューのきっかけとなった 「全日本〇〇的美少女コンテスト」。〇〇は何 ?,芸能,市民,人民,県民,国民,国民
楽曲の歌詞を作ることを何という?,芸能,作戦,作詞,作問,作画,作詞
次のうち、黒澤明監督の映画のタイトルにあるのはどれ2?,芸能,七人の侍,八人の農民,五人の大名,ハ人のくノー,七人の侍
菅田将間の曲『まちがいさがし』の1f詞作曲を行ったミュージシャンは誰 ?,芸能,米津玄師,藤原聡,星野源,品田大希,米津玄師
「ちいちい」の愛称で親しまれた俳優は誰2        「,芸能,長門裕之,地井武男,秩繁久台,児玉清,地井武男
ドラマ !DoctorX一外科 。医・大門未知子選』」の大門未知子の職業は何 ?,芸能,医者,刑事,女中,査察到,医者
タレントの梓、俳優の耕史、歌手のアルた=さ1: gk:ま<レンにコちく 人,芸能,水野,山本,大竹,石井,山本
次のうち、映画やドラマなどを配信する動画サービスはどれ?,芸能,SU「T1U,fuku,hulu,DUDU,hulu
尾崎豊のデビューシングルのタイトルは何 ?,芸能,17の夜,19の夜,13の夜,15の夜,15の夜
映画『探偵はBARにいる』で主演を務めた俳優は誰 ?   -,芸能,大泉洋,戸次重幸,安田顕,森崎博之,大泉洋
端川幸雄と真山知子の長女である、写真家・映画監督は誰 ?,芸能,梅佳代,野口里佳,川内倫子,里川実花,里川実花
「全裸に見えるポーズ」を披露するネタでおなじみのピン芸人、とにかく明るい〇〇。 〇〇は何 ?,芸能,木村,内村,安村,中村,安村
ダンス&ボーカルユニット・EXILEでは、ダンサーのことを特に何という?,芸能,パフューマー,パフォーマー,コンシューマー,リフォーマー,パフォーマー
映画を、一般公開の前に、特定の観客に見せる催しを何という ?,芸能,大納会,試写会,"Aぬ4 すそへ、
子款玄",歓迎会,試写会
ウくのちる28還レセ只まる: keも=【ク朝に放映されていた情報番組は何 ?,芸能,ハッキリ,キッパリ,スッキリ,シッカリ,スッキリ
『私がオバさんになっても』や『渡良瀬橋』などのヒット曲がある女性歌手は誰 ?,芸能,森高千里,内田有紀,華原朋美,鋭月ありさ,森高千里
俳優・堺雅人の妻である女優は誰 ?,芸能,党野美穂,堀北真希,高畑充希,方根京子,党野美穂
「仕置人』や【『仕事人』」などがある、テレビ朝日系で放送されているタン2リにニシレたる幅時2,芸能,必勝シリーズ,必死シリーズ,必殺シリーズ,必見シリーズ,必殺シリーズ
アンジェラ・アキのヒット曲IC却)<拝啓十五の君へヘン』。〇〇に入とを:ちゃ 閉4,芸能,大地,手紙,卒業,応援,手紙
テレビ番組などの司会者を表すアルファベット2文字の言葉は何 ?,芸能,DC,PC,MC,AC,MC
落語会で、最初に演じる人のことを特に何という ?,芸能,開口ー番,開目一番,開耳一番,開邊一番,開口ー番
「バード」という愛称でも呼ばれてしいるフリーアナウンサーは誰 ?,芸能,宮根誠司,安東弘樹,古谷伊知郎,牧鳥慎一,牧鳥慎一
お笑いコンビ、タカアンドトシの2人の出身都道府県はどこ?,芸能,東京都,北海道,大阪府,沖縄県,北海道
「f生 で表される、「強く演奏する」:意味する音楽記号は何 ?,芸能,フォルテ,フォント,フィヒテ,ファウル,フォルテ
次のうち、きゃりーばみゅばみゅの楽曲にあるのはどれ2?,芸能,つけひげつける,へそげつける,かつらつける,つけまつける,つけまつける
次のうち、フジテレビで日の朝にが和送されている帯番組はどれ ?,芸能,ZIPI,めざましテレビ,あさチャン!,グッド!モーニング,めざましテレビ
次のうち、ピン芸人のナンバーワン定戦であるお笑いコンテストはどれ:,芸能,M-1グランプリ,キングオブコント,THE W,R-] ぐ ら んぶ り,R-] ぐ ら んぶ り
次のうち、最も早く結成されたのはとれ?,芸能,日向坂48,樽坂46,乃木坂46,吉本坂46,乃木坂46
東北楽天ゴールデンイーグルスの田中将大投手と結婚した女性タレントは誰 ?,芸能,南明奈,里田まい,若槻千夏,さとう時香,里田まい
落語家で、歌丸、文枝、文小といえば、共通する名前はどれ ?,芸能,立川,"ーー    ie
三遊亭
=    にョ",古今亭,桂,桂
宇宙生物と少年エリオットが人差し指を合わせるシーンが有名な、スピルバーグ監督の映画は何 ?,芸能,C.S.,E.T.,G.U.,Al.,E.T.
レコードのシングル盤のことを、見た目がある食べ物に似ていることから別名「何盤」という?,芸能,アンパン盤,マカロン盤,ドーナツ盤,ビスケット盤,ドーナツ盤
NHK大河ドラマ『下清盛』で、主人公の在清盛を演じた俳優は誰 ?,芸能,松本潤,松坂桃李,松田龍在,松山ケンイチ,松山ケンイチ
_。 ドラマ『〇〇の教室」『ランチの〇〇』『演歌のつ〇』の〇〇に共通すとを:ちゃ 閉4,芸能,女優,女子,女王,女紳,女王
ミュージシャンのDAIGOがボーカルを務めるロックバンドは何 ?,芸能,Mrchildren,ONE DIRECTION,BREAKERZ,GLAY,BREAKERZ
了『笑点』でもおなじみの、中家が余興的に演じる言葉遊びを何という ?,芸能,大楽利,大哀利,大衝利,大喜利,大喜利
俳優の西田敏行が歌って大ヒットした曲『もしも〇〇〇が弾けたなら』。〇〇〇に入る和楽問は何 ?,芸能,バイオリン,ピアノ,トランペット,ハーモニカ,ピアノ
高橋ヒロシの漫画『クローズ』を原作とする映画『クローズ〇〇〇』。CXに入る言葉は何 ?,芸能,ELEVEN,TEN,ONE,ZERO,ZERO
織田信長の子孫として知られるフィに ンーニシ>だ当と : 2,芸能,織田裕二,織田かおり,織田信成,織田哲朗,織田信成
もえのあずき、三宅智子、ギャル曽根といえば、次のうちどんな特技の持ち主として知られるタレント ?,芸能,口笛,大食い,ダーツ,スポーツ,大食い
TBSのバラエティ番組『ニンゲンC〇)〇バラエティ モニタリング』。〇に入る言葉は何?,芸能,注目,分析,追跡,観宗,観宗
ショスタコーヴィチの交響曲『!レニングラード』の「レニングラード」があった国はどこ ?,芸能,アルゼンチン,ロンア,ボリビア,日本,ロンア
日本で、『キャッツ』や『ライオンキング』 などのミュージカルを上演する劇団は何 ?,芸能,劇団EXILE,劇団朱人,劇団四季,劇団ひまわり,劇団四季
殺人鬼のジェイソンが主人公ののりEIち6円肝,芸能,13日の金曜日,呪人,リング,着信アリ,13日の金曜日
競技かるたの世界を描いた映画『ちはやふる』で、主人公の綾瀬千早を演じた女優は誰 ?,芸能,桐谷美玲,広瀬すず,有村架純,小松楽奈,広瀬すず
「ドイツ3B」と呼ばれる3人の作曲家といえば、バッハ、ベートーベンと誰 ?,芸能,バルトーク,バラキレフ,ビゼー,ブラームス,ブラームス
タレントのエド山口を兄に持つ、「ビジーフォー」の一人に数えられるタレントは誰 ?,芸能,モト冬樹,モト春樹,モト夏樹,モト秋樹,モト冬樹
歌手のみゆきさき、元オセロの知子、映画監督の哲也に共通する名字は何 ?,芸能,中島,大島,高島,小島,中島
次のうち、東京・東池袋にある劇場はどれ ?  「,芸能,サンシャイン劇場,フォード劇場,ボリショイ劇場,マルチェッロ劇場,サンシャイン劇場
ITCAN YOU CELEBRATE?2』 や!永遠{ともに』といえば、次のうちどの式でよく流される曲 ?,芸能,結婚式,お葬式,成人式,卒業式,結婚式
香港映画『霊幻道士』に登場する、腕を前に伸ばしはねるように移動する妖怪の名前は何 ?,芸能,マイケル,キョンシー,ジェイソン,フレディ,キョンシー
トランペット奏者の皿島正紀を夫に持つ、女性お笑いタレントは誰 ?,芸能,山田月子,山田花子,山田鳥子,山田風子,山田花子
お笑いコンビ・流れ星広のメンバーといえはば、たきうえと誰?,芸能,しようえい,ちゃあえい,ちゅうえい,さゆゅうえい,ちゅうえい
テレビ東京の番組『開運! なんでも鑑定団』で、お宝の鑑定額を発表するときのフレーズは次のうちどれ2?,芸能,オープンザプライス,ギブミーアトウルース,ファイナルアンサー,ガッテン,オープンザプライス
主人公の剛田猛男を鈴木亮邊が演じた、原作・河原和音、作画・アルコの漫画を映画化した作品は何 ?,芸能,俺物語!!,優物語!!,僕物語!,私物語!,俺物語!!
サザンオールスターズのボーカル・桑田佳邊の妻であるミュージシャンは誰 ?,芸能,,原史奈,原千唱,原由子,原由子
"かつての芸名を桂三枝といった、上方落語協会
語協会の会
会長を務めた落語家は誰 ?",芸能,桂文枝,桂力枝,桂十枝,桂大枝,桂文枝
女優・松嶋楽々子の夫である俳優は誰?,芸能,唐沢寿明,江口洋介,反町隆史,仲村トオル,反町隆史
俳優の賢、昇、貴俊、ノブアキに共Ei :誠のどにコたる円有4,芸能,松井,金子,前田,山口,金子
アイドルグループのAKB48やSKE48、NMB48をプロデュースした人物は上:壮4,芸能,つんく〆,小室哲哉,秋元康,坂本龍一,秋元康
次のうち、ドイツ音楽の「3B」には稿まれない音楽家は誰 ?,芸能,ボロディン,ブラームス,バッハ,ベートーベン,ボロディン
かつての番組『和括っていいとも ! 』のテレフォンショッキングに出演した、唯一の現役総理大臣は誰 ?,芸能,安倍皆三,片山哲,岸信介,皿田赴夫,安倍皆三
江戸庶民の暮らしを描いた、NHKのかつての番組『コメディー〇〇〇つ』。〇の〇の〇は何 ?,芸能,お江戸で候,お江戸でありんす,お江戸でござる,お江戸でごじゃる,お江戸でござる
次のうち、チェロの演奏家を意味する言葉はどれ?,芸能,チェリスト,ギタリスト,ピアニスト,ドラマー,チェリスト
元テニス選手の修造、HKT48のはな、女優の葉優に共通する名字は回角,芸能,小野,松岡,島崎,含井,松岡
ヒット曲。アリスは『狂った』、山口百屯は『青い』、サザンは『真夏の』。 共通して続く言葉は何 ?,芸能,少年,"にーー
ツン”",末実,青春,末実
「歌うたいのバラッド』や !やさしくなりたい』などのヒット曲がある歌手は誰 ?,芸能,斉藤和義,木山裕策,清水翔太,遊助,斉藤和義
「邦楽」といえば、どこの国で作られた音楽のこと ?,芸能,ドイツ,アメリカ,イタリア,日本,日本
ポルノグラフィティの出身地として知られる、瀬戸内海に浮かぶ広島県の島はどこ ?,芸能,園島,因島,寺島,委島,因島
次のうち、石原プロモーションに所属していた俳優は誰 ?,芸能,上田正樹,紳田正輝,賞田将晶,岡田将生,紳田正輝
EEy細中gアたゴロョピコ還ようエニヒンル2ハロルド・グレイの作品を原作とするミュージカルは何 ?,芸能,アネー,アニー,オトウトー,イモウトー,アニー
落語で、酒落などをきかせた話の最後のところを何という ?,芸能,オナ,コロガリ,サガリ,クダリ,オナ
フジテレビの幼児番組から誕生したキャラクターで、ガチャピンの相棒といえば何 ?,芸能,キック,プック,ムック,ロック,ムック
ドラマ 『暴れん坊将軍』で、主人公の将軍・徳川吉宗を演じた俳優は上:壮4,芸能,松邊健,藤田まこと,大川橋蔵,京本政樹,松邊健
ZERO、ZERO II、EXPLODEなどのシリーズが公開された、不良高校の生徒たちを所いた映画は何 ?,芸能,クローズ,ROOKIES,ごくせん,ワルボロ,クローズ
ザ・ドリフターズのメンバーで、アロロハシャツにウクレレといった姿でお馴染みなのは誰 ?,芸能,高木ブー,高木ニャー,高木ワン,高木モー,高木ブー
ヒット曲『ジンギスカン』で知られる、ドイツの音楽グループは何 ?,芸能,ホンタイジ,エセン,ワンヤンアグダ,ジンギスカン,ジンギスカン
大泉洋と鈴井貴之が出演した北海道レビの番組『〇〇どうでしょう』。 てつつは何 ?,芸能,日雌,水曜,月雌,火曜,水曜
「BTS」という名称でも活動している、韓国の音楽グループは何 ?,芸能,BIGBANG,2NE1,東方利起,防弾少年団,防弾少年団
次のうち、歌手・松働谷由実の愛称はどれ ?,芸能,クーミン,"ここよょでいさヽ
ドーミン",ユーミン,マーミン,ユーミン
NHKEテレのクラシック番組 CX)クラシック』。 〇〇〇は何 ?,芸能,るるる,"っ ゃる ゃ
ハンハン人",よよよ,ららら,ららら
タレント・長嶋一門の父の職業は何だった2?,芸能,プロ野球選手,指揮者,俳優,政治家,プロ野球選手
久住小春、藤本美中、辻希美といったタレントが、かつて所属していたアイドルグループは何 ?,芸能,AKB48,モーニ ング娘。,Berryz工房,アイドリング上,モーニ ング娘。
ドラマ『渡る世間は鬼ばかり」』で、角野卓造が演じる小島勇が2代目店主を務めた中華料理店の名前は何 ?,芸能,来来軒,辛楽,北京化店,南国酒家,辛楽
タレントの渡辺満里奈を妻に持つおい芸人は誰 ?       「,芸能,浜田雅功,田中裕二,名倉潤,石橋貴明,名倉潤
次のうち、宝塚歌劇団出身ではない女優は誰 ?   「,芸能,真琴つばさ,剛力彩芽,大地真央,黒木上,剛力彩芽
「『イミテイション・ゴールド』 や『美・サイレント』などのヒット曲を歌った歌手は誰 ?,芸能,山口百恵,山口智子,山口紗弥加,山口もえ,山口百恵
かつて、「ガチョーン」や「ハラホロヒレハレ」などのギャグで一世を風左したタレントは誰 ?,芸能,坂上二郎,トニー谷,植木等,谷近,谷近
