中国語での「熊猫」は、日本語では何のこと?   -,文系,ワニ,ブタ,パンダ,メダカ,パンダ
ひな人形の生産で有名な、さいたま市岩槻区がある都道府県はどこ ?,文系,埼玉県,千葉県,奈川県,東京都,埼玉県
時代劇のモデテルとしても知られる、硝山金四郎が活躍した時代はいつ ?,文系,邊安時代,鍵昼時代,江戸時代,至町時代,江戸時代
歓楽街として知られる「歌舞伎町」がある都道府県はどこ ?,文系,北海首,大阪府,東京都,忠岡県,東京都
別名を「不知火海」という、熊本県の南西岸と天草諸島の間に広がる海は何 ?,文系,八代海,九代海,八代海,七代海,八代海
正岡子規と秋山好古・真之兄弟を主人公とする司馬遼太郎の小説『坂の上の〇』。〇に入る言葉は何 ?,文系,夏,光,風,"コ王
エー",夏
「住職」といえば、次のうち何を管理する役職 ?       ー,文系,紳福,教会,モスク,寺,寺
次のうち、仙台市の別名はどれ ?,文系,杜の都,肥の都,千年の都,水の都,杜の都
相手と激しく戦うことを、刀のある部位を使って何という ?,文系,しのぎを前る,病を削る,つばを削る,切っ先を信る,しのぎを前る
次のうち、ウナギの養殖で有名な静岡県の湖はどれ ?,文系,京名湖,阪名湖,葉名湖,浜名湖,浜名湖
1年間の所得を計算し、税務署に、申告納税や還付申告をすることを何という2,文系,特定申告,確定申告,限定申告,検定申告,確定申告
次のうち、歴代天皇が受け継ぐ「三種の紳条」ではないものはとどれ?,文系,玉手箱,天叢雲剣,八尺環勾玉,八頻鏡,玉手箱
江戸時代に、幕府が外交や海外との罰易を制限したことを何という ?,文系,句国,閉国,縄国,壁国,句国
エリザベス2世やヴィクトリア女土、ヘンリー8世といったらとどこの国の王 ?,文系,ドイツ,スペイン,フラフランス,イギリス,イギリス
ことわざで、「小粒でもピリリと辛い」といわれる香辛料は何 ?,文系,山枝,胡概,山葵,唐辛子,山枝
どの国が位置する年島は何 ?,文系,ユカタン邊島,ユカチャン和牛島,ユカリン邊島,ユカニャン生島,ユカタン邊島
オランダの町並みを再現した長崎県のテーマパーク「〇〇〇テンボス」。〇の〇〇は何 ?,文系,ホテル,ハウス,タウン,ロッジ,ホテル
昔話 !浦島太郎』で、浦島太郎が竜宮城から持ち帰った箱は何 ?,文系,玉手箱,目安箱,救管箱,維壮邊,玉手箱
次のうち、つつしみがなく、礼儀に外れたり品格に欠けている様子を表す言葉は何 ?,文系,スプーンない,ちゃわんない,フォークない,はしたない,はしたない
都市局、住宅局、道路局といった内部部局を持つ中央省庁は何 ?        「,文系,農林水産省,防衛省,国土交通省,外務省,国土交通省
「いろは歌」で、「い」 「ろ」「は」「に」「ほ」の次は何 ?,文系,へ,ら,け,あ,へ
次のうち、沖縄の方言で「おめでたい」という意味がある言葉はどれ 2?,文系,わりまし,ありよし,かりゆし,えりあし,かりゆし
オークションなどで、入札対象の品物や権利を手に入れることを何という?,文系,飛札,滑札,投札,洛札,洛札
次のうち、「一両、二両」 と数えるの】とちず2ル4 且2     -,文系,野球場,列車,家,ビル,列車
"群馬県の茂林寺に伝わる伝説を基にした、ある道具に化ける狩が登場する昔話
話は何 ?",文系,ぶんぶく 茶釜,ぶんぶく魚籠,ぶんぶく雑貼,ぶんぶく 熊手,ぶんぶく 茶釜
在安時代に藤原道隆や藤原頼通らが就いた、天星を補佐して政治を行った役職は何?,文系,関赤,関白,関青,関黒,関白
毎年5月12日の「国際ナースデー」の由来しなった、19世紀に活躍した看護師は誰 ?,文系,マリ・キュリー,マザー・テレサ,ナイチンゲール,ヘレン・ケラー,マザー・テレサ
スペイン語で「男らしい」という意味がある、筋肉質な男性を指す言葉は何 ?,文系,イケメン,スタミナ,マツッツナヨョ,コワモテ,マツッツナヨョ
次のうち、歴史上存在しなかったものはどれ2,文系,室町幕府,江戸幕府,在安幕府,鍵昼幕府,在安幕府
次のうち、慣用句の「顔が広い」の意味はどれ?,文系,つる,大さっぱな性格,イケメン,"知
り合いが多い","知
り合いが多い"
中往に参拝したときに、紳にささげるお金を何という?,文系,おさいせん,おるすばん,おだいかん,おほうさん,おさいせん
摂政の聖徳太子と協力しながら政治を行った、日本初の女錠は誰 ?,文系,明治天皇,紫式部天皇,推古天皇,聖武天旦,推古天皇
「租来品」といえば、次のうちどこで作られた品物のこと ?,文系,北海首,外国,九州,大阪,外国
"章話『白雪姫』で、白雪姫が命を落としたのは、毒入りのどんな果物を食べ
AMな
から ?",文系,ブドウ,レモン,リンゴ,バナナ,リンゴ
次のうち、「一繧の望み」の意味として正しいのはどれ2?2,文系,大きな望み,わずかな望み,将来の望み,消えた望み,わずかな望み
一度良くなりかけていた病気や事柄が再び元の悪い状態になることを何という2,文系,かつお返す,まぐろ返す,ぶり返す,たい返す,ぶり返す
東京には23個、大阪には24個といえば何の数 ?,文系,市の数,村の数,区の数,町の数,区の数
女性の態度や振る舞いがはしたないことを指した言葉は、「〇〇〇もなの)と必。,文系,おかさ,あられ,せんべい,おもち,あられ
婚如していた夫婦がその婚如を解消することを何という3?,文系,離婚,ハネムーン,別居,,離婚
主人公ウラジーミルが少女ジナイーダへの思いを回想するという内容の、ツルゲーネフの小説は何 ?,文系,初雪,初暫,初恋,初日の出,初恋
冬の初め頃に見られる、穏やかで明かな気候のことを何という 2?,文系,小冬日和,小夏日和,小秋日和,小春日和,小春日和
一般的な「いろは歌」で、「い」「ろ」「は」の次にくるのは何 ?,文系,は,へ,と,に,に
次のうち、北アメリカ大陸にある山脈はどれ?,文系,カラコルム山服,ジュラ山脈,ザグロス山脈,アラスカ山服,アラスカ山服
次のうち、江戸時代の人物伊能忠敬の功績として正しいのはどれ3?,文系,国学を大成,『解体新書』 を刊行,全国を測量し地図を作製,樺太が島であると確認,全国を測量し地図を作製
昔話 !桃太郎』で、おばあさんが桃太郎が入った桃を見つけた場所はどご2,文系,海,川,湖,池,川
インターネット上などで使われる「おこ」とは、どのような感情を表す?,文系,釣り,喜び,恨み,寺しみ,釣り
キリスト教、イスラム教とともに世界三大宗教にも数えられる、航迎の教えを基とする宗教は何 ?,文系,仏教,伊教,米教,独孝,仏教
次のうち、ドイツの公用語はどれ ?,文系,ドイツ語,タイ語,日本語,インドネシア語,ドイツ語
夫よりも妻の方が背が高い夫婦を例えた言葉「〇〇の夫婦」。〇〇は回角,文系,"ーー
ノミ
ae","マレ ご
ン こ","クミ
es]
こつ","こ。
アミ","ーー
ノミ
ae"
裁鹿官が法廷で着ている法服は何色を基調としている 2?   ーー,文系,黒,赤,"に ゴ
月",黄,黒
次のうち、アフリカの国はどれ ?,文系,マニア,ケニア,ソニア,ンニア,ケニア
古代オリエントで広く使われた、和粘土板に刻まれた文字は何 ?,文系,すこっぷ形文字,くぎ形文字,かなづち形文字,くさび形文字,くさび形文字
江戸時代、商家などに住み込み、雑用や使い走りをして奉公した少年を何といった?,文系,ろっち,たっち,のっち,でっち,でっち
毎年9月、落語の演目にちなんで「さんま祭り」が行われる、東京都の街はどこ ?,文系,目白,目黒,党谷,大塚,目黒
次のうち、メソポタミア文明やエジプト文明が形成された地域の総称はとれ?,文系,オフセット,オリエント,オーガスト,オブラート,オリエント
七夕の日に、繊姫と彦星が逢うために渡る川は何 ?,文系,空の川,昨の川|,夜の川,大の川|,大の川|
ギリシャの山に住んでいたとされる、ゼウスをはじめとする12の定々を何という ?,文系,オリックス12馬,オムニバス12得,オリンポス12紳,オクトパス12紳,オリンポス12紳
次のうち、「アメリカ五大湖」のひとつにあるのはどれ2?   -,文系,ミシレーザー湖,ミシソード湖,ミシナイフ湖,ミシガン湖,ミシガン湖
地図記号で「さすまた」を図案化した記号が表す施設は何 ?,文系,消防署,吾便局,図書館,市役所,消防署
大津市に県庁所在地を置く都道府県はどこ?,文系,和歌山県,滋賀県,大分県,"呈る
愛既県",滋賀県
電車やバスなどで、一定区間を一定期間の間、何度でも乗り降りできる乗車券を何という?,文系,定期券,子ども券,回数券,住復券,定期券
日本語ではア ・イ * 7/ 内 エ・ オが該当する、呼気が妨害なしに流れ出る音を何という 3?,文系,兄音,母音,子音,"ノヽへエエ
っ 白",母音
明治の文豪・森鳴外が、医学を学ぶために留学した国はどこ?,文系,ドイツ,フフンス,中国,アメリカ,ドイツ
次のうち、道値や備理、人生・往会に対する精細的態度を意味する言葉はとどれ?,文系,モリガール,モラフル,モンゴル,モルタル,モラフル
地方自治体に対して納める、住所や事務所を持つ個人・法人に課せられる地方税は何 ?,文系,住民税,消費税,酒,相続税,住民税
オペラハウスなどの観光名所がある、オーストラリア最大の都市はどご2,文系,シドニー,メルボルン,キャンベラフ,ブリズベン,シドニー
秋の行楽で、「栗」を収穫に行くことを一般的に何という2?,文系,上栗もぎ,栗さらい,森ひろい,栗がり,森ひろい
相撲や演劇の最終日のことを、雅楽の曲に由来して何という ?,文系,白秋楽,万秋楽,千秋楽,十秋楽,千秋楽
次のうち、十二支のひとつはどれ?,文系,れ,ど,の,そ,の
江戸時代に、「親藩」「譜代」「外様」に区分されたのは何の種類 ?,文系,将軍,大名,飛脚,鍋者,大名
次のうち、海外に送る航空郵便を指す言葉はどれ?,文系,エアメール,プレーンメール,イーメール,ハイメール,エアメール
車や馬車が通った後にできる車輪の跡のことを何という 2?,文系,りんせきさ,しゃこう,わだち,とうそでてく,わだち
日本経済新聞往が225銘柄を対象に算出する株価指標を何という ?,文系,産経企均株価,読売年均株価,毎日在均株価,日経邊均株価,日経邊均株価
編井、石川、富山、新潟の4県をまとめて何地方という 2,文系,北陸,南陸,西陸,東陸,北陸
次のうち、中国地方にある地域はどれ 2?,文系,陸前・陸奥,頒前・頃後,山陰・山陽,上野・下野,山陰・山陽
本州で最も西にある県はどこ?,文系,広島県,山口県,島根県,鳥取県,山口県
「焼岳」や「大正池」などの見どころがある、長野県の観光地はどこ ?,文系,上高地,下低地,右裏地,左表地,上高地
「タイムズ」 「デイリー・テレグラフ」といえば、どこの国の新聞 ?,文系,エジプト,ブラジル,韓国,イギリス,イギリス
ムツゴロウの生息地としても知られる、編岡、佐賀、長崎、熊本に囲まれた海は何 ?,文系,有明海,辰巳海,東雲海,豊洲海,有明海
上杉謙信と武田信玄に由来する、苦しんでいる区をあえて支援するという意味のことわざは何 ?,文系,英に塩を送る,英に醤油を送る,英に砂糖を送る,英に味噌を送る,英に塩を送る
波乱に満ちた航海の冒険を語る、「アラビアンナイト』 に登場する船乗りの名前は何 ?,文系,ヘッドバット,シンドバッド,アクロバット,ウォンバット,シンドバッド
「つれづれなるままに日暮らし古に向かひて」という書き出しで始まる、吉田舞好の随筆は何 ?,文系,方丈記,徒然草,土佐日記,枕晶子,徒然草
日本人ノーベル賞受賞者で、川端康成、大江健三郎といえば、ノーベル何賞の受賞者 ?,文系,文学党,調和党,物理学中,化学党,調和党
事故調査のために使われる「フライトレコーダー」といえば、搭載される交通機関は何 ?,文系,鉄道,船黄,自動車,航空機,航空機
相手のなすがままで、他に方法がないことを「まな板の何」という ?,文系,こい,さんま,まぐろ,さけ,こい
次のうち、「逆接」を意味する接続詞はどれ2,文系,および,さらに,だから,しかし,しかし
喧嘩をした者は双方とも処罰するという意味の言葉「喧嘩両つ〇」。〇に入る言葉は何?,文系,仕置,手打,成敗,処分,成敗
パスポートの有効期限は2種類。S年と何年 ?2  ーー,文系,15年,年,10年,2年,10年
かつての国名を「ビルマ」といった国はどこ ?      -,文系,ハンガリー,ノルウェー,ペルー,ミヤンマー,ミヤンマー
スウィフトの小説 『ガリバー旅行記』で、ガリバーが最初に訪れたのは次のうちどんな国 ?,文系,未来の国,死者の国,海底の国,小人の国,小人の国
何度も映像化されたリリー・フランキーの小説は 『O〇〇オカンと、僕と、時々、オトン』 2?,文系,東京タワー,ブルジュ・ハリファ,東京スカイツリー,通天閣,東京タワー
「水の都」と呼ばれるイタリアの都市はどこ2?,文系,ベニス,スニス,タニス,テニス,ベニス
昔話『桃太郎』で、最初に桃太郎の家来になった動物は何 ?,文系,狂,キジ,色,犬,犬
ルネサンスの中心地となった、「和花の都」という意味があるイタリアの都市はどこ?,文系,ベルン,ブリュージュ,グラナダ,フィレンツェ,ベルン
次のうち、州都をホノルルに置くアメリカの州はどれ?,文系,ニューヨーク州,ハワイ州,アラスカ州,カリフォルニア州,ハワイ州
三国時代の故事で、諸葛亮を劉備が何度も仲間に読ったことを何という?,文系,五願の礼,二顧の礼,三顧の礼,四顧の礼,三顧の礼
次のうち、内閣総理大臣や知事などのような、 行政機関の長を指す言葉はとどれ?,文系,足長,手長,自長,胴長,自長
暗殺されたカエサルが最期に残したとされる言葉「〇〇〇、お前もか」。〇の〇〇に入る人名は ?,文系,ブルータス,グレータス,イエロータス,グリーンタス,ブルータス
主人公スカーレット・オハラの竹生を描いたマーガレット・ミッチェルの小説は何 ?,文系,虹と共に去りぬ,空と共に去りぬ,風と共に去りぬ,雲と共に去りぬ,風と共に去りぬ
1925年に創立された、売上高日本一を誇る証券会計は何 ?,文系,野田度券,野条護券,野村度券,,野村度券
次のうち、中国地方にない県はどれ 2?,文系,岡山県,広島県,愛知県,山口県,愛知県
コオロギ、嘘、鼻、木の人形から連粗される旧童文学は何 ?,文系,赤毛のアン,あしながおじさん,オズの腐法使い,ピノキオ,ピノキオ
「交番」や「駐在所」といえば、次のうち、どの機関が設置している施設?,文系,消防,警察,海上保安庁,目衛際,警察
新潟・佐渡の名物として知られる、サザエやアワビを獲るために使う桶のような舟を何という2?,文系,ておけ有舟,まるた有舟,ばけつ舟,たらい舟,たらい舟
自由気ままに生きる少女の姿を描いたリンドグレーンの小説『長くつ下のの〇の〇O〇』 。 の〇〇は何 ?,文系,ビピッピ,ビピイ,プリン,ビクシー,ビピッピ
SE3EyNEEcタでIEHEYルAN遇じす24の国立公園がある都道府県はどこ ?,文系,大阪府,北海道,東京都,京都府,北海道
免許は持っているものの、運転する機会がない人を「〇〇OO〇ドライバー」。〇〇〇は ?,文系,ビギナー,ポータル,ペーパー,カード,ポータル
有名な「奈良の大仏」がある、奈良県のお寺はどこ2,文系,東大寺,法隆寺,興編寺,薬師寺,東大寺
次のうち、実際にはない鉄道会往はとれ?,文系,阪奈電鉄,阪急電鉄,京阪電気鉄道,阪紳電気鉄道,阪奈電鉄
人ー ||載し、これを発着させられる軍艦を何という3?,文系,戦穫,航空母艦,護衛艦,,航空母艦
日本の歴代首相で、義一、角栄に共Ei :天のどにたる円有4,文系,田中,貴田,吉田,池田,田中
次のうち、戦国末期から江戸初期の武将・伊達政宗の異名はどれ ?2,文系,マムン,昆沙門天,第導天魔王,独眼竜,独眼竜
"古代ローマの政治家で、ジュリアス・シーザーの部下にして彼の暗殺を企て
の】た中: 者4",文系,ブルーレット,ブルーベリー,ブルーギル,ブルータス,ブルータス
1968年に起きた「三億円事件」で、犯人は、次のうち、何に拐していたとされる ?,文系,宅配ビザ配達員,白バイ隊員,タクシー連転手,郵便局員,白バイ隊員
自動車を駐車する時に使う、運転席の横にある手動式のブレーキは何 ?2,文系,メイドブレーキ,ライドブレーキ,ガイドブレーキ,サイドブレーキ,サイドブレーキ
四大文明のうち、インダス川下流域に発達した古代文明は何 ?,文系,エジプト文明,黄河文明,メソポタミア文明,インダス文明,インダス文明
適度な飲酒は健康に良いという意味の言葉「酒はひ〇の長」。〇〇は回角,文系,百楽,千薬,十薬,万楽,百楽
知っていると役に立つ、ちょっとした知識のことを何という?,文系,麦知識,豆知識,,地知識,豆知識
甲斐性がなくパッとしないことの例え「〇〇〇が上がらない」。〇〇〇は何 ?,文系,うかつ,うだつ,うつつ,うせつ,うだつ
17から18世紀に行われた、ヨーロッパ・西アフリカ・新大陸の三地域問の罰易を何という ?,文系,三角質易,四角貿易,五角貿易,ハバ角買易,三角質易
アルバータ州、マニトバ州、サスカチュワン州などがある、北米の国はとどこ?,文系,カナダ,中国,韓国,日本,カナダ
能力や技術を発揮したくて気持ちがはやる様子を「何が鳴る」という ?2,文系,むね,うで,かた,くち,うで
ピューリッツァー賞も受賞した、第2次世界大戦中にある島で撮影された写真は何?,文系,硫黄島の星条旗,母島の星条旗,伊豆大島の星条旗,父島の星条旗,硫黄島の星条旗
肥満を防ぐために食事を制限することを一般に何という2,文系,ダイエット,ショワウエット,コウエット,チュウエット,ダイエット
"千葉県房総生島の太下洋岸にある刑km
e10
崎までの

E

っらジミ

はの)

カ

回MEの海岸を何浜という ?",文系,九十九里浜,曰浜,桂浜,七里ヶ浜,九十九里浜
「上京する」といえば、普通、次のうちどこへ行くこと?,文系,名古屋,沖縄,北海道,東京,東京
夏目激石の小説 『坊っちゃん』で、主人公が松山で就いていた職業は回角,文系,歌舞伎役者,,教師,茜宗世,教師
次のうち、鎌倉幕府の将軍でないのは誰 ?   ーー  「,文系,源頼朝,源頼家,源実朝,源静香,源静香
聖徳太子が定めた冠位十二階において、最上位にあたる色は何 ?,文系,赤,紫,白,県,紫
「鉄の女」と呼ばれたイギリスの元首相は誰2,文系,ブレア,メージャー,サッチャー,チャーチル,サッチャー
山形新幹線に控用されている、従来より小型の新幹線を何という 2?,文系,ミニ新幹線,ビッグ新幹線,メガ新幹線,ラージ新埋線,ミニ新幹線
土地や家屋、償却資産などを課税対象とした地方税を何という ?  「,文系,決定資産税,固定資産税,州定資産税,確定資産税,固定資産税
章話『注文の多い料理店』や『セロ弾きのゴーシュ』を書いた作家は上:壮4,文系,あまんさみこ,宮沢賢治,新美南吉,五味太郎,宮沢賢治
かつて「大蔵大臣」と呼ばれていた内閣の役職は何2 。,文系,厚生労働大臣,農林水産大臣,財務大臣,法務大臣,財務大臣
ウィーダの小説『フランダースの犬』で、主人公ネロの愛犬の名前は回角,文系,パトラッシュ,ベートーベン,ホームズ,フッンー,パトラッシュ
「人間は本質的に悪でやある」という、荷子が唱えた考え方を何という?,文系,陰陽五行説,雪華図説,予定説,性悪説,陰陽五行説
次のうち、国家元斬が「国家主席」と称される国はどれ ?,文系,韓国,フィリピン,中国,日本,中国
沖縄の「にヘーで一びる」、山陰の「だんだん」、関西の「おおきに」といえばどんな意味の言葉 ?,文系,ごめんなさい,ありがとう,こんにちは,さようなら,ありがとう
アメリカの二大政党といえば、民主党と何?,文系,共和党,保守党,往会党,労働品,共和党
JRの駅に設けられた、特急券などを予約・販売する窓口を何という 2?2,文系,あおの窓口,あかの窓口,みどりの窓口,さきいろの窓口,みどりの窓口
歴史上の人物で、鹿喜、網吉、家光、家康といえばその名字は何 ?,文系,足利,徳川,藤原,源,徳川
次のうち、日本の消費税の税率でこれまでになったことがないのはどれ?,文系,りらる,3%,1%,8%,1%
ペリーが浦賀に来航した際に乗っていた船は何と呼ばれている ?,文系,黒船,青船,白船,赤船,黒船
「こんぴらさん」の愛称でおなじみの、香有川県に存在する有名な紳計は回角,文系,金刀比雑宮,厳島利視,春日大往,娠清水八幡宮,金刀比雑宮
次のうち、紀貴之の日記文字はどれ ?      」,文系,伊予日記,讃岐日記,土佐日記,阿波日記,土佐日記
第75回草川賞を受賞した村上龍の小説『限りなく透明に近い〇〇OO〇』 。〇つつ〇は何 ?,文系,ブルー,イエロー,グリーン,レッド,ブルー
バスティーユ広場、ヴサィクトワール広場、ヴァンドーム広場などの広場がある都市はどこ ?,文系,パリ,ニューヨーク,東京,ソウワル,パリ
北アメリカ大陸最高峰のマッキンレー山がある、アメリカの州はどこ ?,文系,トスカーナ州,タスマニア州,チロル州,アラスカ州,アラスカ州
東シナ海に浮かぶ、台北などの都市がある島は何 ?,文系,台湾,スリランカ,ウルルン上島,,台湾
次のうち、江戸時代、長州落の萩にあった私塾はどれ ?,文系,松下村珍,杉下村塾,梅下村下,竹下村球,松下村珍
日本利話に登場するヤマタノオロチは、8つの頭をもったどんな生き物 ?,文系,ヘビ,カメ,トカゲ,カラス,トカゲ
戦前の日本の三大財閥といえば、三井、三菱と何? 。,文系,安田,住友,大倉,岩崎,住友
もらいものを、さらに他の人に分け与えることを、和服の部分を使って何という3?,文系,お視分け,お太分け,お祥分け,お袖分け,お太分け
次のうち、夫や妻の父を意味する言葉はどれ2?,文系,しゅうと,かいと,けんと,しょうと,しゅうと
「隈板内閣」とよばれた日本の内閣で、和首相押外相を務めたのは大隈重信ですが、内相を務めたのは誰 ?,文系,板坦退助,板谷波山,板倉征未,板垣征四朗,板坦退助
毎日志こるようなありふれたことを例えた言葉「日常〇〇事」。〇〇は回角,文系,冷飯,酢飯,余飯,赤飯,余飯
トミとク四中 ますまGEEKEIのTP=す1「承久の乱」が起きたのは何時代 ?,文系,弥生時代,鍵昼時代,大正時代,江戸時代,鍵昼時代
ccゴゴ生きytム39りにた6とこの国の車人 ?,文系,ロンア,イギリス,アメリカ,フフンス,アメリカ
次のうち、徳川吉宗が享保の改革で行った政策はどれ?2,文系,減税,目安箱の設置,風俗業の活性化,資沢の推奨,目安箱の設置
お墓、四角すい、世界七不思議、金字塔から連想される、エジプトの建造物は何 ?,文系,ピラミッド,タージ・マハル,バベルの塔,コロッセオ,ピラミッド
キジを従えて、鬼ヶ島に鬼退治に行くという物語はどれ ?,文系,桃太郎,浦島太郎,鬼太郎,金太郎,桃太郎
臼杵温泉、湯布院温泉、別府温泉といえば、いずれもどの都道府県にある ?,文系,,静岡県,大分県,和歌山県,大分県
毎年7月に京都の八坂紳往で行われる祭り「〇〇祭り」。〇〇に入る言葉は何 ?,文系,表眼,"疑令
N",里酸,太園,太園
もある、ドイツの自動車専用高速道中は何 ?,文系,アウトゾーン,アウトストラーダ,アウトバーン,オートルート,アウトバーン
「イタコ」で有名な恐山がある都道府県はどこ2,文系,北海首,東京都,沖縄県,青森県,青森県
「日本アルプス」の「北アルプス」がまたがる県はどこ ?2,文系,山口、島根、鳥取,岐阜、長野、 富山,長崎、佐賀、編岡,山形、秋田、青森,岐阜、長野、 富山
州都をオクラホマシティに置くアメリカの州はどこ?2,文系,テキサス州,ニューメキシコ州,アーカンソー州,オクラホマ州,オクラホマ州
江戸時代、妻のおりょうとともに、日本で初めて新婚旅行に出かけたとされる幕末の志士は誰 ?,文系,高杉普作,土方歳三,西郷隆盛,坂本龍馬,土方歳三
ある小惑星からやってきた王子と「ほく」の出合いが描かれた、サンテニテグジュペリの代表作は何 ?,文系,小惑星の王子さま,宇宙の王子さま,銀河の王子さま,是の土子さま,是の土子さま
新聞やテレビなどのメディアで報道記事を発信する職業を何という?,文系,ジャーナリスト,アナリスト,スタイリスト,ギタリスト,ジャーナリスト
戦国時代を舞台に、海賊王の娘・景の活躍と成長を描いた、和田竜の長編歴史小説は何 ?,文系,村上海賊の姉,村上海賊の娘,村上海賊の,村上海賊の嫁,村上海賊の娘
友人のワトソンとともに事件を解決する、コナン・ドイルの生み出した探偵は誰 ?,文系,エルキュール・ポワロ,シャーロック・ホームズ,コーデリア・グレイ,ネロ・ウルフ,シャーロック・ホームズ
「武家諸法度」や「参勤交代」などの制度を整えた、江戸幕府の第3代将車は誰 ?,文系,源実朝,足利義満,徳川家光,藤原公仕,徳川家光
大阪市に本局がある、硬貨の製造を行う独立行政法人は何 ?,文系,大学入試センター,造幣局,国立印刷局,日本銀行,造幣局
東名高速道路の「東」が表すのは円時,文系,伊東,東琴坊,東京,東ティモール,東京
次のうち、アメリカのユタ州に実際にある都市はどれ ?,文系,ソルトレイクシティ,シュガーレイクシティ,ペッパーレイクシティ,ビネガーレイクシティ,ソルトレイクシティ
ベーリング海とオホーツク海を分ける、ロシア北東部の年島は何 ?,文系,フロリダ生島,カリフォルニア牛島,カムチャッカ生島,アラビア生島,カムチャッカ生島
"局沢賢治の曹
]  治の草話 『:
古『注文の多い料理店』で、2人の紳士が入った料理店の名前は何 ?",文系,録大軒,日馬軒,山猫軒,夜鷹軒,日馬軒
原題を『ザ・ロング・グッドバイ』という、レイモンド・チャンドラーの小説は何 ?,文系,アクロイド殺し,長いお別れ,薔薇の名前,オリエント急行の殺人,長いお別れ
目上の人にひどく叱られることを、体の一部を使って何という 2?,文系,大耳を食らう,大口を食らう,大邊を食らう,大目玉を食らう,大目玉を食らう
東京都にある特別区の数はいくつ?,文系,34,4S,23,12,23
乱都の年を「鳴くようぐいす」という語呂合わせで覚える歴史上の都はとどこ?,文系,藤原京,古城京,在安京,長岡京,在安京
本名を津島修治という、小説 !人間失格』『走れメロス』などを書いた1M導0た用: 4,文系,直木三十五,夏目激石,太宰冶,借川龍之介,太宰冶
第6回本屋大賞を受賞した、作家・湊かなえのデビュー作は何 ?,文系,生日,告別,報告,申告,生日
次のうち、道値や備理、人生・往会に対する精細的態度を意味する言葉はとどれ?,文系,モルタル,モンゴル,モフル,モリガール,モフル
788年に比芝山に延暦寺を建てた僧は誰 ?          ーー,文系,道鏡,沢庵,最潤,ー刀,最潤
銀行以外の金融主体を通じて資金を融通することを、「影」を意味する言葉を使って何という 2?,文系,ライトバンキング,ダークバンキング,ブラックバンキング,シャドーバンキング,シャドーバンキング
時代劇にもなった池波正太郎の小説『OOOつ犯科帳』。 〇〇〇に入る言葉は何 ?,文系,鬼在,,,龍不,鬼在
1964年にノーベル下和賞を受賞した、アフリカ系アメリカ人の公民権連動の指導者は誰 ?,文系,ナイト牧師,キング牧帥,クイーン牧師,ジャック牧師,キング牧帥
ちょんまげ姿の武士の頭にみられた、人額から頭頂部にかけて生月形に剃り落とした部分を何という?,文系,すきやき,さかやき,たいやき,たこやき,すきやき
"宮沢賢治の詩『雨ニモマケ   冒
ロ  =  『雨二モ    ズ」 導衣三頭で、「雨ニモマケズ」に続く言葉は何 ?",文系,雷二モマケズ,大サニモマケズ,風ニモマケズ,害ニモマケズ,風ニモマケズ
「スイスイ行けるICカード」という意味が込められている、JR東日本の発行するICカードは何 ?,文系,SUICa,PASMO,TOICA,ICOCA,SUICa
NASAの宇宙センターがある、メキシコ湾を望むテキサス州の都市はどご2,文系,メンフィイス,ミルウォーキー,ダラス,ヒューストン,メンフィイス
次のうち、最も古い時代に活躍した歌人は誰 ?    「,文系,依万知,伊藤左千夫,在原業在,寺山修司,在原業在
次のうち、三権分立に和含まれないものはどれ?,文系,行政権,選挙権,立法権,司法権,選挙権
次のうち、仲が悪いことを指す言葉はどれ2?,文系,水魚の交わり,水と油,同じ釜の飯を食う,馬が合う,水と油
何かを選ぶ際、欠点が多いものを排除していき、最後に残ったものを選択するという方法を何という ?,文系,消去法,代入法,加減法,互除法,消去法
単価記号ともいう、メールアドレスのユーザー名とドメイン名を区切る際に用いられる記号は何 ?,文系,アットマーク,クエスチョンマーク,ベルマーク,エコマーク,クエスチョンマーク
「エリゼ宮」といえば、どこの国の大統領官邸 ?,文系,アルゼンチン,フフンス,アメリカ,韓国,フフンス
シベリア出兵などによりある殻物の値段が急騰し、民衆が暴動を起こした事件は何 ?,文系,赤騒動,友騒動,,トウモロコシ騒動,トウモロコシ騒動
美しいビーチで有名な、ハワイ・オアフ島南東部にある海浜地区は何 ?,文系,ボクキキ,オレキキ,ワタシキキ,ワイキキ,ボクキキ
梅川と忠兵衛の悲恋を描いた、近松門左衛門の代表作として知られる浄瑠坦は何 ?,文系,冥途の宅乱便,冥途の飛脚,冥途の郵便,異途の海運,冥途の飛脚
陸奥湾を隔てて下北人邊島に対財する、青森県の生島はどこ2,文系,津軽生島,紀伊生島,能登生島,房総生島,津軽生島
昔話 !さるかに合戦』で、猿が上骸に向かって投げつけた果物は何 ?,文系,ザクロ,アンズ,イチジク,カキ,カキ
「食べられる」を「食べれる」とするような、文法上は誤りとされる言い回しを何という?,文系,る抜き言葉,ら抜き言葉,れ抜き言葉,り抜き言葉,ら抜き言葉
カーターによって発見された黄金の穫で有名な、古代エジプトの王は上:壮4,文系,ツタンカーメン,アメンホテブ4世,メンカウラ,クレオバパトラ7世,ツタンカーメン
EMIEEDのだきあ2ああpy必EiIIE:あにする「VICS」とは、「〇O〇〇つ通信システム」のこと。〇〇〇は ?,文系,テレビ番組情報,道路交通情報,天気気象情報,育児生活情報,テレビ番組情報
